gvkey,tic,act,at,capx,che,cogs,ib,pi,revt,txc,txdb,txdc,txdi,txt,state,Total Income Taxes as % of pretax income,Total Income Deferred Taxes as % of pretax income,Total Income Deferred Taxes as % of total assets,ticker,co_per_rol,pceo,bonus,opt_exer_val,opt_unex_unexer_est_val,othcomp,salary,stock_awards,stock_unvest_val,tdc1,tdc2,total_sec,Stock as % of total compensation,Options as % of total compensation
24708,ATNI,281.272,1783.714,196.168,62.467,330.068,-14.538,-27.539,762.216,7.971,19.775,-16.756,-16.756,-8.785,Massachusetts,0.3190021424162097,0.608446203565852,-0.009393882651591006,ATNI,42959,CEO,0.0,0.0,0.0,68.658,693.232,2126.0,5040.896,3581.89,3581.89,3581.89,0.5935413985354101,0.0
24720,WNC,681.353,1362.814,98.093,179.271,2003.906,231.252,294.685,2536.5,76.289,17.013,-13.459,-13.459,62.83,Indiana,0.21321071652781784,-0.0456724977518367,-0.009875889152885132,WNC,48931,CEO,0.0,0.0,0.0,134.646,1037.5,4657.736,11211.535,7613.202,7613.202,7613.202,0.6117972437878306,0.0
24750,WT,229.794,944.137,0.113,129.305,254.791,102.546,119.008,349.035,16.943,0.0,-0.481,-0.481,16.462,New York,0.13832683517074482,-0.0040417450927668725,-0.0005094599618487571,WT,51272,CEO,2561.2,0.0,0.0,13.637,550.0,3585.593,3509.407,6710.43,6710.43,6710.43,0.5343313319712745,0.0
24755,JBSS,254.43,425.287,20.732,1.948,769.309,62.857,85.35,999.686,23.608,0.0,-1.115,-1.115,22.493,Illinois,0.2635383714118336,-0.013063854715875806,-0.0026217589533656096,JBSS,54849,CEO,0.0,0.0,0.0,19.008,790.846,537.15,2098.588,2514.143,2514.143,2831.801,0.21365133168638378,0.0
24783,TTEK,1356.024,3820.477,26.901,168.831,3736.315,273.42,400.978,4522.55,155.366,14.256,-21.204,-27.84,127.526,California,0.3180373985605195,-0.05288070667218651,-0.0055500923052278555,TTEK,28313,CEO,0.0,0.0,0.0,63.32,1196.154,6859.003,2926.73,7412.055,7412.055,11885.517,0.925384795444718,0.0
24844,SPOK,63.892,227.684,3.417,31.989,52.661,15.666,22.325,139.025,0.282,0.0,6.378,6.377,6.659,Virginia,0.2982754759238522,0.28568868980963047,0.02801250856450168,SPOK,38712,CEO,0.0,0.0,0.0,504.262,500.0,799.999,802.298,2371.862,2371.862,2371.861,0.33728732953266255,0.0
24856,GILD,16085.0,62125.0,585.0,8350.0,3326.0,5665.0,6859.0,27116.0,2242.0,1588.0,-962.0,-996.0,1246.0,California,0.18165913398454586,-0.14025368129464938,-0.015484909456740442,GILD,63795,CEO,0.0,0.0,7291.611,1215.472,1740.962,11865.09,31172.914,22607.691,18857.725,22607.69,0.5248253791154524,0.0
24861,PLNT,471.817,2969.693,135.986,397.022,513.74,138.313,205.547,1071.326,7.323,1.644,51.189,51.189,58.512,New Hampshire,0.2846648211844493,0.24903793293018142,0.01723713528637472,PLNT,70298,CEO,0.0,0.0,96.863,413.677,759.616,3670.001,1466.789,3856.513,3856.513,5691.513,0.9516371395610491,0.0
24905,RUN,1882.259,20450.237,2608.143,987.69,1564.252,-1604.497,-2695.532,2259.813,0.0,122.87,-12.716,-12.691,-12.691,California,0.004708161505780677,0.004717436112797028,-0.0006218020847386756,RUN,67948,CEO,0.0,0.0,0.0,11.55,840.384,11750.75,6329.911,13750.184,13750.184,13750.184,0.8545885640512156,0.0
24925,ROP,1481.4,28167.5,68.0,214.3,1115.4,1368.4,1743.1,6177.8,503.2,1513.1,0.0,-128.5,374.7,Florida,0.21496184957833744,0.0,0.0,ROP,60081,CEO,0.0,13210.428,13779.34,512.211,1000.0,13982.907,0.0,22680.676,35891.104,41295.585,0.6165119152533196,0.5824530097780154
24975,SNPS,3430.624,10333.131,189.618,1592.101,997.458,1229.888,1301.782,5842.619,294.702,33.943,-211.045,-211.045,83.657,California,0.06426344810421407,-0.16212007847704146,-0.020424109594662062,SNPS,13604,CEO,0.0,42262.424,7277.63,3.65,678.75,7540.58,8572.406,12681.076,52443.404,12681.076,0.5946325059482335,3.332715930414738
24978,MODG,1628.1,9120.6,482.0,394.3,2657.4,95.0,34.8,4284.8,20.9,36.7,-88.9,-81.1,-60.2,California,-1.7298850574712645,-2.554597701149426,-0.009747165756638818,MODG,47229,CEO,0.0,0.0,0.0,83.316,1095.765,8979.665,14214.322,11105.846,11105.846,11105.846,0.8085529909202775,0.0
25119,MHK,5604.217,13559.869,612.929,642.55,7689.378,-439.516,-354.509,11135.115,194.808,391.5,-109.946,-109.946,84.862,Georgia,-0.23937897204302286,0.3101359909057316,-0.008108190425733464,MHK,8367,CEO,0.0,0.0,0.0,19.281,1388.121,1069.537,1406.255,4428.417,4428.417,4428.417,0.2415167767624413,0.0
25234,BKE,423.336,837.579,30.36,273.074,650.329,254.626,335.056,1345.187,79.288,0.0,1.142,1.142,80.43,Nebraska,0.24004942457380263,0.0034083854639224485,0.001363453477224238,BKE,36171,CEO,3103.131,0.0,0.0,320.268,1200.0,5202.0,8583.48,4623.399,4623.399,9825.399,1.1251462398118786,0.0
25274,OLED,917.132,1668.961,59.792,514.122,108.614,203.011,245.171,576.429,45.926,0.0,-3.766,-3.766,42.16,New Jersey,0.17196161046779593,-0.015360707424613842,-0.002256493710757771,OLED,60770,CEO,0.0,0.0,0.0,53.347,878.024,6781.096,5666.843,9255.652,9255.652,9255.652,0.7326437942999585,0.0
25283,KSS,3736.0,14345.0,826.0,153.0,11457.0,-19.0,-58.0,18098.0,45.0,129.0,-84.0,-84.0,-39.0,Wisconsin,0.6724137931034483,1.4482758620689655,-0.00585569884977344,KSS,32307,CEO,0.0,0.0,0.0,578.35,1475.0,4699.989,0.0,8962.889,8962.889,8962.889,0.5243832652619038,0.0
25313,STE,2011.442,10821.839,361.969,208.357,2239.049,107.03,157.348,4957.839,241.725,617.538,-185.913,-190.19,51.535,Ohio,0.32752243434934025,-1.1815402801433765,-0.01717942763702177,STE,53434,CEO,0.0,0.0,1151.367,11.987,1030.6,2584.412,5563.172,9550.776,4750.538,9550.776,0.27059706980877785,0.0
25318,USPH,233.375,997.238,9.294,152.825,461.426,28.239,49.376,604.802,7.508,24.815,4.49,4.648,12.156,Texas,0.24619248217757617,0.09093486714193132,0.004502435727479298,USPH,51785,CEO,0.0,0.0,0.0,3.564,958.731,1632.482,2215.335,1739.895,1739.895,3372.377,0.938264665396475,0.0
25331,FC,145.017,245.919,4.515,38.23,67.031,17.781,25.869,280.521,3.18,2.04,4.748,4.908,8.088,Utah,0.31265220920793224,0.18354014457458737,0.019307170247113887,FC,53924,CEO,0.0,0.0,0.0,17.527,546.154,1304.459,123.743,1971.318,1971.318,2713.247,0.6617192152661316,0.0
25434,SBUX,7303.4,29445.5,2333.6,3973.6,26668.7,4124.5,5401.9,35975.6,1336.5,14.6,-59.4,-59.3,1277.2,Washington,0.23643532831040934,-0.01099613099094763,-0.0020172861727598443,SBUX,68739,CEO,0.0,0.0,0.0,726.097,1275.0,9717.954,9195.365,13892.62,13892.62,14604.531,0.699504773037771,0.0
25572,WIRE,1210.575,1967.912,164.563,560.635,1879.939,372.399,484.641,2567.722,107.9,59.982,4.342,4.342,112.242,Texas,0.2315982345695061,0.008959208981493516,0.002206399473147173,WIRE,38570,CEO,7500.0,0.0,0.0,97.235,1200.0,14931.0,35600.071,23728.235,23728.235,23728.235,0.629250342471743,0.0
25737,CAKE,300.798,2840.383,151.565,56.29,2953.823,101.351,100.014,3439.503,14.378,0.0,-15.715,-15.715,-1.337,California,-0.013368128462015318,-0.15712800207970884,-0.005532704568362788,CAKE,8496,CEO,0.0,0.0,0.0,42.703,995.0,5600.595,9137.011,7658.92,7658.92,7658.919,0.7312512730254397,0.0
25747,LFUS,1408.6,3995.275,86.188,555.748,1390.782,259.485,328.598,2362.657,69.067,110.82,0.046,0.046,69.113,Illinois,0.2103269039981984,0.00013998867917637965,1.1513600440520365e-05,LFUS,30556,CEO,0.0,2728.798,1473.685,148.002,997.691,2291.379,4714.407,6641.506,7065.87,6641.506,0.3450089482716721,0.41087036584774594
25749,ASGN,973.3,3544.6,39.9,175.9,3169.2,219.3,297.7,4450.6,51.6,156.0,26.9,26.8,78.4,Virginia,0.26335236815586166,0.09035942223715149,0.007589008632849969,ASGN,47242,CEO,0.0,0.0,0.0,22.456,1050.0,5344.802,3945.951,6858.258,6858.258,6858.258,0.7793235541736692,0.0
25870,MTX,1099.0,3346.6,93.5,321.5,1569.6,84.1,112.0,2169.9,58.4,139.3,-34.8,-34.7,23.7,New York,0.21160714285714285,-0.31071428571428567,-0.010398613518197573,MTX,45537,CEO,0.0,75.9,0.0,55.776,1046.154,2204.989,0.0,5737.057,4373.512,8355.252,0.3843414837956116,0.013229779658804158
25880,PDCO,1783.136,2879.146,64.22,159.669,5014.822,207.557,270.161,6471.471,65.556,119.143,-1.993,-1.993,63.563,Minnesota,0.23527822298555306,-0.007377082554476775,-0.0006922191510954984,PDCO,62508,CEO,0.0,0.0,0.0,118.673,900.001,3063.124,1719.194,5895.511,4895.511,5895.511,0.51956887197734,0.0
25937,LGND,237.429,787.216,3.521,170.309,7.645,53.819,63.66,131.314,-0.188,31.622,11.696,10.029,9.841,Florida,0.15458686773484134,0.18372604461200126,0.014857421597122009,LGND,70028,CEO,0.0,0.0,0.0,9.96,650.007,3378.456,1214.497,6216.518,4428.423,6216.518,0.5434643638126682,0.0
25964,GTLS,2214.4,9102.4,135.6,201.1,2243.9,47.9,60.5,3352.5,82.3,568.2,-79.3,-79.3,3.0,Georgia,0.049586776859504134,-1.3107438016528925,-0.008711988047108455,GTLS,60091,CEO,0.0,0.0,1127.087,65.2,1000.0,2634.196,0.0,3918.509,2925.813,5424.092,0.6722444684955425,0.0
26013,SM,916.439,6379.985,1099.342,616.164,584.11,817.88,914.202,2373.886,8.066,369.903,88.256,88.256,96.322,Colorado,0.10536183469298908,0.09653883933747684,0.013833261363467157,SM,47245,CEO,0.0,0.0,0.0,134.889,814.2,4999.989,0.0,10764.894,10764.894,11060.63,0.46447173562507904,0.0
26061,MTCH,1271.311,4507.886,67.412,868.64,954.014,651.539,776.781,3364.504,98.697,26.302,26.612,26.612,125.309,Texas,0.1613183123686084,0.03425933435550046,0.005903432340569392,MTCH,70033,CEO,1860.0,0.0,0.0,10.0,1000.0,13210.272,6772.247,16080.272,16080.272,16080.272,0.8215204319926926,0.0
26069,GPOR,396.806,3267.613,537.36,1.929,450.996,1470.916,945.76,1791.702,0.0,0.0,-525.156,-525.156,-525.156,Oklahoma,-0.5552740653019793,-0.5552740653019793,-0.16071548252501136,GPOR,71924,CEO,0.0,0.0,0.0,25.267,706.133,3236.509,2736.727,3919.929,3919.929,5522.209,0.8256550054860687,0.0
26146,RGNX,334.971,573.97,9.96,275.258,336.922,-263.494,-263.646,90.242,-0.152,0.0,0.0,0.0,-0.152,Maryland,0.0005765306509486204,-0.0,0.0,RGNX,60398,CEO,0.0,720.989,0.0,18.976,676.79,1218.254,982.816,5916.714,1721.31,5916.713,0.20590043730354382,0.1218563209240805
26156,HPE,18948.0,57153.0,2828.0,4581.0,16568.0,2025.0,2230.0,29135.0,272.0,326.0,-67.0,-67.0,205.0,Texas,0.09192825112107623,-0.030044843049327353,-0.0011722919181845223,HPE,52200,CEO,0.0,0.0,0.0,135.385,1300.0,15577.803,2797.068,4488.746,4488.746,20066.549,3.4704131176056743,0.0
26847,TCMD,145.294,281.438,2.324,61.033,70.352,28.515,15.77,274.423,6.485,0.0,-19.378,-19.378,-12.745,Minnesota,-0.8081800887761572,-1.2287888395688016,-0.06885353079541498,TCMD,65957,CEO,0.0,0.0,0.0,6.1,650.0,1509.993,1215.348,2119.597,2119.597,2874.593,0.7123962715553946,0.0
26864,PR,650.392,14965.578,1793.67,73.864,703.816,476.306,1035.648,3120.893,2.789,422.627,152.383,153.156,155.945,Texas,0.1505772231491781,0.14713783061426278,0.010182232854621453,PR,70676,CEO,0.0,0.0,0.0,4.297,0.0,0.0,0.0,4.297,4.297,4.297,0.0,0.0
27119,NGVT,658.6,2623.3,109.8,96.5,1119.7,-5.4,-10.1,1692.1,40.0,70.9,-44.7,-44.7,-4.7,South Carolina,0.46534653465346537,4.425742574257426,-0.017039606602371058,NGVT,53250,CEO,0.0,0.0,0.0,126.88,995.0,4000.032,1055.32,5291.062,5291.062,5291.062,0.7559979452140232,0.0
27387,PI,269.696,359.409,18.592,113.233,146.887,-43.366,-43.688,307.539,0.609,2.911,-0.931,-0.931,-0.322,Washington,0.007370444973448086,0.021310199597143382,-0.0025903636247283737,PI,72773,CEO,389.209,0.0,789.875,14.651,415.001,6364.87,5833.856,7183.731,7183.731,7183.731,0.8860117395821197,0.0
27576,SMPL,371.652,2097.084,11.585,87.715,786.568,133.575,175.692,1242.672,31.527,116.133,10.59,10.59,42.117,Colorado,0.23972064749675567,0.060275937435967486,0.005049869247011565,SMPL,71100,CEO,700.0,0.0,0.0,0.693,281.25,738.8,689.2,4334.743,1976.743,4334.743,0.17043686326963325,0.0
27638,AA,4405.0,14155.0,531.0,976.0,9797.0,-651.0,-584.0,10551.0,211.0,186.0,-22.0,-22.0,189.0,Pennsylvania,-0.3236301369863014,0.03767123287671233,-0.0015542211232779937,AA,66910,CEO,0.0,0.0,0.0,2823.801,1196.103,8759.831,17363.528,5381.668,5381.668,14554.32,1.62771672277071,0.0
27653,YETI,914.405,1297.192,50.672,438.96,677.516,169.885,225.946,1680.413,30.734,4.02,25.561,25.327,56.061,Texas,0.24811680667062042,0.11312880068688978,0.019704870211965538,YETI,63821,CEO,0.0,0.0,0.0,13.399,1025.0,7680.891,3425.402,2396.012,2396.012,10076.903,3.2056980515957347,0.0
27670,PTGX,355.577,357.951,0.609,341.617,152.675,-78.955,-78.955,60.0,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0,PTGX,72786,CEO,0.0,0.0,5124.653,10.912,655.2,0.0,1050.974,1026.472,1026.472,7067.572,0.0,0.0
27760,BFXXQ,96.222,163.532,12.618,18.312,223.716,-107.488,-98.129,286.773,0.401,0.253,8.958,8.958,9.359,Washington,-0.09537445607312822,-0.09128799845101855,0.054778269696450846,BFXXQ,63827,CEO,300.0,0.0,0.0,5.407,625.0,29.75,0.661,930.407,930.407,1442.259,0.031975253840523556,0.0
27786,EXE,2609.0,14376.0,1829.0,1153.0,3875.0,2419.0,3117.0,7775.0,270.0,0.0,428.0,428.0,698.0,Oklahoma,0.22393326916907283,0.13731151748476098,0.029771841958820256,EXE,44180,CEO,0.0,0.0,0.0,31.48,903.654,5149.927,2537.943,7404.561,7404.561,7404.561,0.6955074041526567,0.0
27794,WOLF,3606.5,6586.7,955.8,2954.9,489.3,-329.9,-328.5,921.9,0.9,3.9,0.5,0.5,1.4,North Carolina,-0.00426179604261796,-0.0015220700152207,7.591054701140176e-05,WOLF,60585,CEO,0.0,0.0,0.0,10.601,875.0,11285.988,4986.538,12477.838,12477.838,12477.839,0.9044826515619132,0.0
27803,DFIN,208.5,806.9,61.8,23.1,329.9,82.2,102.0,797.2,34.4,0.0,-14.6,-14.6,19.8,Illinois,0.19411764705882353,-0.14313725490196078,-0.018093939769488164,DFIN,53689,CEO,0.0,0.0,0.0,32.293,815.0,4711.808,9883.649,6755.277,6755.277,6755.277,0.6975003393643221,0.0
27823,AORT,280.668,792.397,7.43,58.94,116.95,-30.69,-21.586,354.004,10.428,21.851,-1.385,-1.324,9.104,Georgia,-0.42175484110071343,0.06416195682386733,-0.0017478612362237615,AORT,50742,CEO,0.0,194.615,1280.649,46.868,775.869,801.938,4931.806,2374.475,2569.09,3176.413,0.3377327619789638,0.08196127565040694
27828,UEIC,258.851,355.872,8.116,42.751,296.687,-98.238,-92.254,420.457,7.26,1.992,-1.149,-1.276,5.984,Arizona,-0.06486439612374531,0.012454744509723155,-0.0032286889668195306,UEIC,35175,CEO,0.0,0.0,0.0,28.775,830.0,1399.965,663.516,3658.735,2258.74,3658.735,0.38263634835537413,0.0
27841,AMR,1048.297,2406.057,245.373,268.239,2356.138,721.956,845.459,3471.417,83.781,39.142,39.722,39.722,123.503,Tennessee,0.146078047545771,0.04698276320909708,0.016509168319786275,AMR,71103,CEO,70.032,0.0,0.0,37.42,840.385,3172.948,5274.535,5973.246,5973.246,6053.361,0.5311932574014195,0.0
27907,ELF,303.325,595.601,1.723,120.778,170.848,61.53,64.074,578.844,8.945,3.742,-6.401,-6.401,2.544,California,0.03970409214345913,-0.09990011549146299,-0.010747127691189235,ELF,65062,CEO,0.0,44020.457,0.0,9.5,475.0,6999.892,30774.751,8434.392,52454.849,8434.392,0.829922536206522,5.219161855412933
27914,HUM,29986.0,47065.0,1004.0,21320.0,88275.0,2489.0,3320.0,106410.0,1000.0,0.0,-167.0,-164.0,836.0,Kentucky,0.25180722891566265,-0.05030120481927711,-0.003548284287687241,HUM,45547,CEO,0.0,0.0,823.53,465.784,1469.893,10898.833,0.0,5428.551,1935.677,16327.384,2.007687318402277,0.0
27928,INTU,5557.0,27780.0,260.0,3662.0,2820.0,2384.0,2989.0,14368.0,1264.0,4.0,-628.0,-659.0,605.0,California,0.20240883238541318,-0.2101037136165942,-0.022606191504679626,INTU,35937,CEO,0.0,0.0,6161.443,10.0,1100.0,17840.333,40209.898,27305.429,20930.333,27305.429,0.6533621207709279,0.0
27938,SCVL,469.723,989.781,77.293,62.973,773.171,110.068,147.122,1262.235,22.511,11.844,14.543,13.59,37.054,Indiana,0.25185900137301015,0.09884993406832424,0.014693149292621298,SCVL,62138,CEO,0.0,0.0,0.0,326.052,1000.0,2124.843,2704.527,3450.895,3450.895,3450.895,0.6157367871233405,0.0
27960,ALG,803.957,1409.386,37.745,51.919,1203.553,136.161,175.12,1689.651,43.212,16.1,-4.253,-4.253,38.959,Texas,0.22247030607583373,-0.02428620374600274,-0.003017626115201939,ALG,53444,CEO,0.0,120.125,0.0,49.723,832.308,2180.71,2290.44,2261.731,2381.856,4789.39,0.9641774375467285,0.053111974854657774
27965,MCHP,3069.3,16370.3,486.2,234.0,2480.3,2237.7,2909.7,8438.7,466.5,42.7,205.5,205.5,672.0,Arizona,0.23095164449943295,0.07062583771522837,0.012553221382625853,MCHP,27967,CEO,21.329,0.0,0.0,13.105,680.723,8229.378,6631.182,2466.689,2466.689,9866.411,3.3362041181519038,0.0
28012,FLGT,507.845,1235.328,22.207,424.154,166.459,-167.825,-174.085,289.213,-10.312,7.962,11.466,11.466,1.154,California,-0.006628945630008328,-0.06586437659763908,0.009281745414982903,FLGT,64870,CEO,1309.167,0.0,0.0,0.0,1000.0,3000.0,3824.388,5309.167,5309.167,5309.167,0.5650603945967417,0.0
28070,ASIX,419.804,1496.02,107.377,29.768,1297.983,54.623,69.223,1533.599,23.913,151.059,-9.347,-9.313,14.6,New Jersey,0.21091255796483827,-0.1350273752943386,-0.006247911124182832,ASIX,53691,CEO,0.0,0.0,18.133,68.015,1012.846,2457.416,1963.219,4664.564,3864.58,4718.496,0.526826515832991,0.0
28118,FOSL,710.69,978.03,8.528,117.274,708.167,-157.088,-156.137,1412.384,4.397,0.698,0.0,-3.875,0.522,Texas,-0.0033432178151238975,-0.0,0.0,FOSL,17767,CEO,0.0,0.0,0.0,0.0,1057.692,0.0,0.0,1450.942,1450.942,1450.942,0.0,0.0
28139,SANM,3879.57,4873.968,191.367,667.57,8073.6,309.97,412.807,8935.048,56.896,2.696,28.753,28.398,85.294,California,0.2066195582923739,0.06965240415012341,0.005899300118507139,SANM,8663,CEO,0.0,7717.0,0.0,42.164,1245.192,12058.0,0.0,14945.356,22662.356,14945.356,0.8068058064324464,0.5163476868667431
28176,ATR,1549.279,4451.89,312.342,224.143,2224.051,284.487,374.825,3487.45,110.532,19.016,-19.883,-19.883,90.649,Illinois,0.24184352697925698,-0.05304608817448142,-0.004466193010159729,ATR,59303,CEO,168.0,0.0,0.0,59.676,1118.5,4974.288,5812.86,4394.761,4394.761,8915.129,1.1318676942841712,0.0
28180,ORLY,5558.302,13872.995,1006.264,279.132,7298.386,2346.581,3004.75,15812.25,609.937,295.471,48.232,48.232,658.169,Missouri,0.2190428488226974,0.016051917796821698,0.0034766825764732125,ORLY,52201,CEO,1475.0,8854.979,4924.914,46.811,1467.308,0.0,0.0,5603.352,14458.331,5603.352,0.0,1.580300327375471
28192,HWM,3316.0,10428.0,219.0,610.0,4777.0,765.0,975.0,6640.0,101.0,101.0,108.0,109.0,210.0,Pennsylvania,0.2153846153846154,0.11076923076923077,0.010356731875719217,HWM,64644,CEO,0.0,0.0,0.0,144.588,1600.0,0.0,27060.0,7344.588,7344.588,7344.588,0.0,0.0
28195,JBL,14730.0,19424.0,1030.0,1829.0,30944.0,818.0,1262.0,34702.0,353.0,268.0,85.0,91.0,444.0,Florida,0.3518225039619651,0.06735340729001585,0.004376029654036244,JBL,61273,CEO,0.0,0.0,0.0,122.258,990.769,6219.514,5038.484,4018.457,4018.457,10237.971,1.5477368552158204,0.0
28209,ANIK,163.309,270.632,5.427,72.867,50.148,-82.667,-85.327,166.662,3.774,0.0,-6.327,-6.434,-2.66,Massachusetts,0.031174188709318273,0.07415003457287846,-0.023378610068284608,ANIK,65976,CEO,583.16,0.0,0.0,26.196,726.0,1614.708,3605.615,4459.8,2950.064,4459.8,0.3620583882685322,0.0
28295,TWI,876.781,1289.245,60.799,220.251,1474.951,78.76,109.748,1821.8,28.123,2.234,-2.081,-2.081,26.042,Illinois,0.23728906221525678,-0.018961621168495098,-0.0016141229944657534,TWI,43895,CEO,1150.0,0.0,0.0,62.083,956.333,1036.8,5890.099,3205.216,3205.216,3205.216,0.3234727394347214,0.0
28320,CDW,6705.0,13284.6,148.2,588.7,16452.6,1104.3,1450.2,21376.0,378.6,171.4,-32.7,-32.7,345.9,Illinois,0.23851882498965657,-0.022548613984278033,-0.0024614967706968974,CDW,44868,CEO,0.0,9220.097,0.0,20.377,1000.0,4000.02,0.0,5020.356,10240.474,9020.376,0.7967602297526312,1.8365424683030447
28347,FTK,76.447,157.513,1.081,5.953,164.322,24.713,24.862,188.058,0.045,0.0,0.104,0.104,0.149,Texas,0.005993081811600032,0.00418309066044566,0.0006602629624221492,FTK,67982,CEO,865.0,0.0,0.0,8.194,494.712,45.835,156.062,1367.906,1367.906,1575.345,0.0335074193694596,0.0
28397,PZZA,231.018,875.005,76.62,40.587,1723.914,82.098,103.673,2135.713,26.865,0.0,-5.991,-5.991,20.874,Kentucky,0.20134461238702459,-0.05778746636057604,-0.006846818018182753,PZZA,63377,CEO,0.0,0.0,0.0,17.03,1019.231,4999.865,3130.69,6780.127,6780.127,6780.126,0.7374294021336177,0.0
28408,THRM,687.564,1234.371,37.602,149.673,1060.912,40.343,54.954,1469.076,27.683,18.232,-13.072,-13.072,14.611,Michigan,0.26587691523819923,-0.2378716744913928,-0.010590009000535494,THRM,59330,CEO,0.0,0.0,0.0,351.397,959.5,4694.643,1845.795,7572.491,7572.491,7572.491,0.6199601953967327,0.0
28420,BL,1407.324,2100.765,5.953,1204.472,104.386,52.833,60.509,589.996,2.975,6.394,-1.525,-1.525,1.45,California,0.02396337734882414,-0.025202862384108148,-0.000725926031707497,BL,71946,CEO,0.0,0.0,0.0,13.2,398.655,6258.431,5817.722,5276.477,5276.477,6841.068,1.1861003089750983,0.0
28590,BCO,2788.3,6601.8,202.7,1176.6,3431.3,86.0,235.8,4874.6,116.5,56.5,22.7,22.7,139.2,Virginia,0.5903307888040712,0.09626802374893977,0.0034384561786179524,BCO,67591,CEO,0.0,0.0,0.0,309.36,941.667,4799.958,0.0,2424.087,2424.087,7224.045,1.9801096247783185,0.0
28704,MCRI,74.966,680.873,49.005,43.361,232.303,82.448,108.527,501.478,26.011,23.084,0.068,0.068,26.079,Nevada,0.240299648935288,0.0006265721894090872,9.987178225601544e-05,MCRI,33260,CEO,150.0,0.0,0.0,6.769,750.0,0.0,0.0,3209.187,906.769,3209.187,0.0,0.0
28742,BWA,6217.0,14453.0,832.0,1534.0,11048.0,632.0,991.0,14198.0,349.0,160.0,-44.0,-60.0,289.0,Michigan,0.29162462159434915,-0.044399596367305755,-0.0030443506538434927,BWA,48562,CEO,0.0,0.0,0.0,1045.959,1387.5,13223.536,8528.285,19308.195,19308.195,19308.195,0.6848665035752953,0.0
28762,SPTN,1077.489,2355.575,120.33,17.964,8243.663,52.237,70.125,9729.219,9.659,73.904,8.229,8.229,17.888,Michigan,0.2550873440285205,0.11734759358288768,0.003493414559077932,SPTN,65990,CEO,0.0,0.0,0.0,203.574,980.769,4173.604,2930.508,9977.49,9977.49,9977.49,0.4183019977970412,0.0
28787,PFGC,6071.5,12499.0,269.7,12.7,46918.8,397.2,544.0,53354.7,126.8,446.2,20.0,20.0,146.8,Virginia,0.26985294117647063,0.03676470588235294,0.0016001280102408192,PFGC,53696,CEO,0.0,0.0,0.0,59.782,1167.308,6000.052,6556.039,3487.491,3487.491,9487.543,1.7204494577907155,0.0
28790,LW,2127.2,6519.8,654.0,304.8,3673.2,1008.9,1233.5,5350.6,224.2,252.1,0.4,0.4,224.6,Idaho,0.18208350222942846,0.0003242805026347791,6.13515752016933e-05,LW,55714,CEO,0.0,0.0,1172.049,377.099,1100.0,5558.678,9695.343,7035.777,7035.777,7037.026,0.7900588662773138,0.0
28806,ARWR,419.521,765.552,176.737,403.626,433.244,-205.275,-206.491,240.735,2.784,0.0,0.0,0.0,2.784,California,-0.013482427805570216,-0.0,0.0,ARWR,62569,CEO,0.0,5264.484,0.0,1.515,902.522,8314.056,4520.905,14083.77,19348.254,9918.093,0.5903288679096578,0.3737979248454072
28877,KDP,3375.0,52130.0,425.0,267.0,6503.0,2181.0,2757.0,14814.0,580.0,5760.0,-4.0,-4.0,576.0,Massachusetts,0.2089227421109902,-0.0014508523757707653,-7.673124880107423e-05,KDP,64253,CEO,0.0,0.0,0.0,29.354,1500.0,4335.741,30269.654,7620.095,7620.095,7620.095,0.5689877882099895,0.0
28930,MAR,3311.0,25674.0,452.0,338.0,19414.0,3083.0,3378.0,23713.0,838.0,209.0,0.0,-543.0,295.0,Maryland,0.08732978093546477,0.0,0.0,MAR,45567,CEO,0.0,5520.192,5031.011,981.361,1400.001,10932.55,22449.48,22664.045,24434.109,22664.045,0.4823741746012241,0.24356605363252679
28940,BDC,1456.979,3240.191,116.731,597.044,1494.307,242.759,285.756,2512.084,56.157,49.472,-12.957,-12.957,43.2,Missouri,0.15117792802250873,-0.04534287993952884,-0.003998838340085508,BDC,65993,CEO,0.0,1341.788,321.519,369.39,847.102,9767.895,0.0,9489.29,9880.732,12758.233,1.0293599415762402,0.14140025228441747
29004,VREX,658.3,1249.6,20.7,194.9,576.3,48.2,31.3,893.4,22.7,0.0,-39.5,-40.1,-17.4,Utah,-0.5559105431309903,-1.2619808306709266,-0.031610115236875805,VREX,54363,CEO,0.0,0.0,0.0,23.946,766.462,1624.992,0.0,2895.906,1270.908,4520.898,0.5611342357106895,0.0
29011,BYD,529.315,6273.126,373.95,308.63,1979.332,620.023,752.907,3738.492,163.663,288.826,-29.842,-30.779,132.884,Nevada,0.17649457369900928,-0.03963570533943767,-0.004757117902621436,BYD,26600,CEO,0.0,0.0,0.0,26.159,1550.0,6666.287,10379.297,11410.646,11410.646,11410.646,0.5842164413828981,0.0
29015,DECK,1910.253,2556.203,81.025,981.795,1801.403,516.822,666.082,3627.286,158.979,0.0,-9.719,-9.719,149.26,California,0.224086523881444,-0.014591296567089337,-0.003802123696748654,DECK,49349,CEO,0.0,21505.228,0.0,18.765,1276.923,8499.746,12351.214,14258.412,35763.64,14258.412,0.596121503572768,1.5082484641347156
