gvkey,tic,act,at,capx,che,cogs,ib,pi,revt,txc,txdb,txdc,txdi,txt,state,Total Income Taxes as % of pretax income,Total Income Deferred Taxes as % of pretax income,Total Income Deferred Taxes as % of total assets,ticker,co_per_rol,pceo,bonus,opt_exer_val,opt_unex_unexer_est_val,othcomp,salary,stock_awards,stock_unvest_val,tdc1,tdc2,total_sec,Stock as % of total compensation,Options as % of total compensation
10789,TYL,860.585,4676.663,20.519,175.878,1015.754,165.919,198.236,1951.751,106.021,78.59,-73.704,-73.704,32.317,Texas,0.16302286163966181,-0.3717992695574971,-0.015759955335674175,TYL,35154,CEO,0.0,685.514,970.006,9.9,675.0,8343.692,1306.207,684.9,1370.414,9028.592,12.182350708132573,1.000896481238137
10793,TSN,8722.0,36251.0,1939.0,588.0,48987.0,-648.0,-678.0,53037.0,-29.0,2308.0,-183.0,-183.0,-29.0,Arkansas,0.04277286135693215,0.26991150442477874,-0.00504813660312819,TSN,43087,CEO,0.0,0.0,0.0,404.006,1396.615,8193.338,2191.772,4986.775,4986.775,13180.119,1.6430133703646144,0.0
10839,UFI,294.06,538.819,36.434,46.96,582.267,-46.344,-45.443,623.527,3.687,3.364,-2.788,-2.786,0.901,North Carolina,-0.01982703606716106,0.061351583302158744,-0.0051742793034395594,UFI,64735,CEO,0.0,0.0,0.0,82.21,775.0,387.5,469.747,1632.21,1632.21,1244.71,0.23740817664393674,0.0
10840,UNF,840.118,2569.975,171.991,89.6,1480.373,103.674,138.837,2233.047,12.483,122.312,22.143,22.68,35.163,Massachusetts,0.25326822100736834,0.15948918515957564,0.008616037120983668,UNF,38454,CEO,162.5,545.32,45.18,29.945,888.251,1249.877,1930.923,3435.556,3630.906,3435.556,0.3638063242165169,0.1587283106431681
10860,AEE,2181.0,40830.0,3771.0,38.0,4555.0,1152.0,1340.0,7500.0,-46.0,4176.0,229.0,229.0,183.0,Missouri,0.13656716417910447,0.1708955223880597,0.005608621111927504,AEE,39220,CEO,0.0,0.0,0.0,174.094,1200.0,5121.903,4260.32,3124.094,3124.094,9009.431,1.6394842792822495,0.0
10903,UNH,78437.0,273720.0,3386.0,29628.0,280664.0,22381.0,29112.0,371622.0,6213.0,3021.0,-245.0,-245.0,5968.0,Minnesota,0.20500137400384721,-0.00841577356416598,-0.0008950752593891568,UNH,61693,CEO,0.0,0.0,10643.039,233.852,1500.0,15000.97,13202.073,23534.936,18534.822,23534.936,0.6373915782052689,0.0
10920,UPS,19413.0,70857.0,5158.0,6072.0,77707.0,6708.0,8573.0,90958.0,1666.0,3772.0,199.0,199.0,1865.0,Georgia,0.21754345036743264,0.023212411057972705,0.00280847340418025,UPS,58989,CEO,0.0,0.0,2347.265,95.671,1509.713,18916.192,0.0,23390.051,22031.289,23390.051,0.8087281211999068,0.0
10991,LNW,1311.0,5552.0,242.0,515.0,872.0,163.0,205.0,2902.0,109.0,20.0,-84.0,-84.0,25.0,Nevada,0.12195121951219512,-0.4097560975609756,-0.015129682997118156,LNW,65751,CEO,0.0,0.0,0.0,8.75,1300.0,3899.846,5629.546,6691.898,6691.898,6691.896,0.5827712855157087,0.0
10999,UTL,177.1,1670.4,141.0,6.5,402.6,45.2,58.4,557.1,5.8,176.1,7.4,7.4,13.2,New Hampshire,0.22602739726027396,0.1267123287671233,0.0044300766283524905,UTL,66442,CEO,0.0,0.0,0.0,157.574,678.119,706.961,701.389,2058.364,2058.364,2625.89,0.3434577169052704,0.0
11012,SXT,936.616,2014.507,87.868,28.934,935.198,93.394,129.851,1456.45,41.557,14.26,-5.1,-5.1,36.457,Wisconsin,0.2807602559857067,-0.0392757853231781,-0.0025316367726694418,SXT,45361,CEO,0.0,0.0,0.0,198.834,1080.0,4300.041,1547.04,5670.152,5670.152,6174.152,0.7583643260357041,0.0
11017,UVV,1802.89,2639.182,54.674,64.69,2054.239,124.052,141.969,2569.824,19.39,42.613,-7.657,-7.657,11.733,Virginia,0.08264480273862604,-0.053934309602800615,-0.0029012777443920127,UVV,33479,CEO,0.0,0.0,0.0,24.478,1074.0,1948.115,5720.749,4820.793,4820.793,5275.076,0.4041067517315098,0.0
11060,VFC,5152.709,13990.488,165.925,816.192,5238.726,118.584,43.287,11612.475,-21.743,107.546,-53.554,-53.554,-75.297,Colorado,-1.7394829856538914,-1.2371843740614965,-0.003827886489735026,VFC,72496,CEO,0.0,0.0,0.0,138.89,919.945,6456.28,1218.183,5574.045,1058.835,13535.399,1.158275543164793,0.0
11094,VMI,1787.629,3477.448,96.771,203.041,2840.971,143.475,235.033,4174.598,106.813,21.205,-18.649,-18.649,90.121,Nebraska,0.3834397722872958,-0.07934630456148711,-0.005362840795894001,VMI,54197,CEO,0.0,3435.864,0.0,914.905,1124.834,2671.481,0.0,3608.826,7044.69,6280.307,0.740263176999944,0.9520725022486537
11124,VECO,706.278,1229.041,27.93,305.784,364.876,-30.368,-28.338,666.435,4.241,6.552,-2.211,-2.211,2.03,New York,-0.0716352600748112,0.07802244336226974,-0.0017989635821750454,VECO,43806,CEO,0.0,0.0,0.0,12.347,633.4,3531.188,2660.823,1079.816,1079.816,4611.004,3.270175659556813,0.0
11191,VSH,2297.164,4239.923,329.41,1008.527,2253.095,323.82,467.402,3402.045,168.706,95.776,36.783,-26.817,141.889,Pennsylvania,0.30356951831613904,0.07869671075433995,0.008675393397474435,VSH,71780,CEO,0.0,0.0,0.0,33.611,900.0,2518.241,1607.62,4773.05,4773.05,4773.05,0.5275957720954106,0.0
11228,VMC,2524.9,14545.7,872.6,949.2,5215.9,944.0,1245.1,7781.9,343.6,1028.9,-43.3,-44.2,299.4,Alabama,0.24046261344470324,-0.03477632318689262,-0.0029768247660820722,VMC,48826,CEO,0.0,2578.36,2147.844,485.718,1235.0,6274.449,3686.642,13602.758,8337.978,13530.753,0.4612630026940125,0.18954685513040812
11234,WDFC,248.525,437.966,6.871,48.143,260.036,65.993,85.163,537.255,20.035,10.305,-1.254,-0.865,19.17,California,0.22509775371933824,-0.014724704390404283,-0.002863235958955718,WDFC,60747,CEO,0.0,0.0,0.0,108.676,600.0,1394.168,1194.033,2458.653,2458.653,2458.653,0.567045451310128,0.0
11259,WMT,75655.0,243197.0,16857.0,8625.0,452776.0,11680.0,17016.0,608481.0,5294.0,7269.0,449.0,430.0,5724.0,Arkansas,0.33638928067700985,0.02638692994828397,0.001846239879603778,WMT,37626,CEO,0.0,0.0,0.0,221.294,1505.769,19608.75,58973.594,26968.924,26968.924,26968.924,0.727086850035248,0.0
11300,GHC,1849.296,7187.73,93.447,898.919,3102.934,205.288,299.004,4414.877,43.535,600.124,43.765,43.765,87.3,Virginia,0.2919693382028334,0.1463692793407446,0.006088848635104547,GHC,50624,CEO,0.0,448.418,10416.966,3.3,900.0,0.0,0.0,1746.874,2195.292,1781.256,0.0,0.2566973920271296
11304,AVA,661.842,7702.477,498.637,35.003,1228.455,171.18,137.55,1751.554,3.207,718.318,-36.837,-36.837,-33.63,Washington,-0.2444929116684842,-0.26780806979280264,-0.00478248750369524,AVA,40944,CEO,0.0,0.0,0.0,18.0,878.769,2728.537,630.74,1638.152,1638.152,5229.962,1.6656189413436602,0.0
11313,WSO,2391.931,3729.182,35.478,210.112,5291.627,536.337,789.89,7283.767,162.93,87.86,-7.179,-7.179,155.751,Florida,0.19718062008634116,-0.009088607274430617,-0.001925087056625287,WSO,15175,CEO,0.0,0.0,0.0,458.336,600.0,9999.807,615191.42,11058.336,11058.336,11058.336,0.9042777322013006,0.0
11376,WST,1936.4,3829.5,362.0,853.9,1682.5,593.4,715.7,2949.8,84.8,12.7,37.5,37.5,122.3,Pennsylvania,0.1708816543244376,0.052396255414279724,0.009792401096748922,WST,52600,CEO,0.0,45404.218,1357.384,92.479,1136.654,3250.195,0.0,6145.822,51550.04,9395.896,0.5288462633639569,7.387818586350207
11499,WLY,541.279,3108.81,81.155,107.262,596.535,17.233,33.1,2019.9,53.348,144.042,0.0,-37.481,15.867,New Jersey,0.4793655589123867,0.0,0.0,WLY,56045,CEO,0.0,0.0,46.26,255.1,487.5,1694.2,564.3,1755.9,1628.3,3357.7,0.9648613246768039,0.0
11506,WMB,4513.0,52627.0,2516.0,2150.0,4019.0,3276.0,4405.0,10907.0,24.0,3846.0,951.0,981.0,1005.0,Oklahoma,0.22814982973893302,0.21589103291713962,0.01807057213977616,WMB,30996,CEO,0.0,4547.129,0.0,54.82,1390.77,9999.977,0.0,14094.983,18642.112,17548.802,0.7094706676836716,0.32260620676165414
11511,WSM,2036.08,4663.016,354.117,367.344,4782.531,1127.904,1500.682,8674.417,396.601,2.401,-23.823,-23.823,372.778,California,0.24840572486376195,-0.01587478226566321,-0.005108925210636207,WSM,24471,CEO,0.0,0.0,0.0,96.662,1600.0,13999.878,44175.895,23696.54,23696.54,23696.54,0.5907984034800017,0.0
11537,WGO,996.7,2432.4,83.2,309.9,2875.4,215.9,279.2,3490.7,47.0,11.7,16.3,16.3,63.3,Minnesota,0.22671919770773638,0.05838108882521491,0.006701200460450584,WGO,53590,CEO,0.0,0.0,363.073,77.241,1050.0,4249.995,3288.222,6677.728,5927.736,6677.728,0.6364432633374705,0.0
11550,WEC,2795.7,43939.7,2492.9,42.9,5541.9,1332.9,1536.3,8893.0,-14.8,4918.5,219.4,219.4,204.6,Wisconsin,0.13317711384495215,0.14281064896179133,0.00499320659904369,WEC,54205,CEO,0.0,0.0,0.0,504.54,1085.199,3461.002,983.442,9230.552,8324.585,9552.179,0.3749507071733088,0.0
11554,LNT,1272.0,21237.0,1854.0,62.0,2408.0,703.0,707.0,4027.0,-9.0,2042.0,98.0,14.0,4.0,Wisconsin,0.005657708628005658,0.13861386138613863,0.004614587747798654,LNT,45379,CEO,0.0,0.0,0.0,589.173,1130.247,5191.716,0.0,3163.626,3163.626,9709.782,1.6410650310751018,0.0
11566,WWW,1025.1,2062.8,14.6,179.0,1335.4,-39.6,-134.2,2242.9,-1.0,26.9,-95.8,-94.0,-95.0,Michigan,0.7078986587183309,0.7138599105812221,-0.04644172968780298,WWW,65756,CEO,0.0,0.0,0.0,1144.079,634.615,5800.021,0.0,1778.694,1778.694,7578.715,3.260831261588559,0.0
11580,WWD,1469.452,4010.203,76.5,143.554,2099.423,232.368,275.768,2914.566,83.555,132.82,-40.155,-40.155,43.4,Colorado,0.1573786661251487,-0.14561152853122916,-0.010013208807633928,WWD,68726,CEO,0.0,0.0,4890.434,609.025,1100.0,874.561,5656.062,7615.536,3581.225,7615.536,0.11483906057301811,0.0
11584,FL,2521.0,7907.0,285.0,549.0,5955.0,345.0,524.0,8759.0,159.0,237.0,21.0,21.0,180.0,New York,0.3435114503816794,0.04007633587786259,0.002655874541545466,FL,69288,CEO,0.0,0.0,0.0,37.689,1300.0,11754.925,3405.099,14692.625,13092.614,14692.625,0.8000561506197836,0.0
11600,WOR,1868.337,3650.918,86.366,454.946,4140.898,256.528,345.368,4916.392,91.726,101.449,-15.528,-15.528,76.198,Ohio,0.2206284311227444,-0.04496073753213963,-0.004253176872227752,WOR,38196,CEO,0.0,4651.102,1237.152,130.983,814.904,3961.405,6919.678,10110.968,14331.3,10110.968,0.3917928530680742,0.46000560974972915
11636,XRX,3177.0,10008.0,37.0,589.0,4234.0,1.0,-31.0,6886.0,39.0,95.0,-68.0,-68.0,-29.0,Connecticut,0.9354838709677419,2.193548387096774,-0.006794564348521183,XRX,62063,CEO,0.0,0.0,0.0,9.9,1000.0,8556.086,7856.458,8788.421,8788.421,12844.686,0.9735635104417505,0.0
11672,TJX,12456.0,28349.0,1457.0,5477.0,35267.0,3498.0,4636.0,49936.0,1074.0,127.0,64.0,64.0,1138.0,Massachusetts,0.2454702329594478,0.013805004314063849,0.0022575752231119264,TJX,34263,CEO,0.0,4072.035,0.0,646.455,1732.695,10900.088,35475.991,21229.333,25301.368,22222.769,0.5134446758171819,0.19181172578526137
11721,OSK,4480.8,9129.2,325.3,126.9,7865.0,598.0,788.0,9657.9,350.4,26.8,-160.4,-160.4,190.0,Wisconsin,0.24111675126903553,-0.2035532994923858,-0.017569995180300575,OSK,62924,CEO,0.0,0.0,0.0,123.818,1091.539,6250.252,6246.476,10436.16,10436.16,10436.16,0.5989034280808267,0.0
11745,QLYS,599.998,812.618,8.786,427.058,80.594,151.595,178.651,554.458,43.684,0.0,-16.636,-16.628,27.056,California,0.15144611561088378,-0.09312010568090857,-0.020472103743702452,QLYS,52094,CEO,0.0,9362.24,0.0,9.607,558.333,6931.496,34446.748,7783.232,17145.472,7783.232,0.8905678258080962,1.2028730481116328
11796,LCII,1116.87,2959.319,62.209,66.157,2941.574,64.195,83.004,3784.808,16.742,32.345,2.067,2.067,18.809,Indiana,0.22660353717893114,0.02490241434147752,0.0006984715064513153,LCII,31113,CEO,0.0,0.0,0.0,317.863,1155.0,7169.98,10993.967,8642.843,8642.843,8642.843,0.8295858203139869,0.0
11811,JKHY,627.962,2773.826,39.179,12.243,1028.336,366.646,474.574,2077.702,156.127,244.431,-48.199,-48.199,107.928,Missouri,0.22742080265669842,-0.10156266462132355,-0.017376360305224624,JKHY,51593,CEO,0.0,0.0,0.0,16.562,858.75,8571.735,7258.107,10497.222,10497.222,10439.026,0.8165717558416885,0.0
12123,BIGGQ,1285.314,3690.931,159.413,44.73,3554.826,-210.708,-280.417,5468.329,-2.967,0.0,-66.742,-66.742,-69.709,Ohio,0.24859049201724578,0.23800982108787988,-0.01808270054357559,BIGGQ,61703,CEO,0.0,0.0,0.0,222.59,1223.077,5019.8,0.0,2735.907,2735.907,7755.707,1.8347845888036398,0.0
12141,MSFT,184257.0,411976.0,28107.0,111262.0,52211.0,72361.0,89311.0,211915.0,23009.0,433.0,-6059.0,-6059.0,16950.0,Washington,0.18978625253328257,-0.06784158726248726,-0.014707167407810164,MSFT,47866,CEO,0.0,0.0,0.0,361.65,2500.0,39236.137,42418.003,48512.537,48512.537,48512.537,0.8087834491113092,0.0
12142,ORCL,21004.0,134384.0,8695.0,10187.0,11038.0,8503.0,9291.0,49954.0,2790.0,5772.0,-2167.0,-2167.0,623.0,Texas,0.06705413841351845,-0.23323646539662038,-0.01612543159899988,ORCL,28123,CEO,0.0,236267.574,165150.0,221.974,950.0,0.0,0.0,6464.234,242731.808,6464.234,0.0,36.549972355579946
12151,COTY,2051.7,12661.6,222.8,283.8,1771.0,508.2,704.8,5554.1,125.3,659.7,56.3,56.3,181.6,New York,0.2576617480136209,0.07988081725312145,0.004446515448284577,COTY,66659,CEO,0.0,0.0,0.0,5.486,3549.0,145875.0,281167.72,149429.486,149429.486,149429.486,0.9762129543830459,0.0
12181,RGEN,1111.346,2831.185,38.988,751.323,253.703,35.596,56.707,632.362,21.111,39.324,1.175,1.17,21.111,Massachusetts,0.3722820815772303,0.020720545964343026,0.0004150205655935589,RGEN,50641,CEO,0.0,0.0,18520.998,5.0,880.0,5249.983,17809.729,7929.275,6134.983,7929.275,0.6621012639869346,0.0
12252,XOMA,169.313,234.301,0.017,153.611,25.746,-40.831,-40.831,4.758,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0,XOMA,71381,CEO,0.0,0.0,0.0,0.0,125.0,0.0,0.0,193.75,193.75,2482.735,0.0,0.0
12262,ASTE,719.5,1059.3,34.1,68.9,981.8,33.5,42.8,1338.2,15.5,1.1,-6.4,-6.4,9.1,Tennessee,0.21261682242990654,-0.14953271028037385,-0.0060417256678938925,ASTE,61107,CEO,0.0,0.0,0.0,147.404,720.548,1329.805,41.255,1988.122,1988.122,3317.927,0.6688749483180609,0.0
12266,WERN,634.628,3157.936,598.785,61.723,2846.554,112.382,147.781,3283.499,27.338,320.18,8.153,8.153,35.491,Nebraska,0.24015942509524227,0.055169473748316766,0.0025817495984719135,WERN,28890,CEO,0.0,0.0,0.0,116.924,917.308,3600.0,0.0,1846.752,1846.752,5446.752,1.9493684046368978,0.0
12379,AMWD,368.255,1518.798,45.38,41.732,1625.109,93.723,122.686,2066.2,53.115,11.93,-24.152,-24.152,28.963,Virginia,0.23607420569584142,-0.19686027745627047,-0.0159020488570567,AMWD,49607,CEO,0.0,0.0,305.543,24.903,923.538,3047.963,7662.069,4260.851,3323.497,6780.834,0.7153413719465901,0.0
12389,HOG,5163.729,12140.554,207.404,1638.448,3165.094,706.586,866.876,5836.478,201.889,33.514,-30.059,-30.059,171.83,Wisconsin,0.19821750746358188,-0.034675086171493966,-0.0024759166673942556,HOG,59047,CEO,0.0,0.0,13.524,411.651,1948.0,6500.029,5432.647,11953.28,11953.28,11953.28,0.5437862243668683,0.0
12392,SKYW,1131.896,7026.293,316.326,835.223,2180.128,34.342,40.309,2935.432,6.756,687.6,0.539,-0.789,5.967,Utah,0.14803145699471582,0.013371703589769036,7.671185929764102e-05,SKYW,35115,CEO,0.0,0.0,0.0,467.213,546.875,2300.0,15486.383,3247.463,3247.463,5547.463,0.7082451747718141,0.0
12428,POR,935.0,11208.0,1358.0,5.0,2069.0,228.0,273.0,2923.0,37.0,488.0,8.0,8.0,45.0,Oregon,0.16483516483516483,0.029304029304029304,0.0007137758743754461,POR,68365,CEO,0.0,0.0,0.0,289.654,1144.08,4181.138,2186.113,5590.887,5590.887,6965.757,0.7478487760528875,0.0
12441,IT,3427.886,7835.919,103.124,1319.599,1903.24,882.466,1147.129,5906.956,330.779,86.55,-64.173,-61.777,264.663,Connecticut,0.23071773096138276,-0.055942269788315006,-0.008189594609132636,IT,29496,CEO,0.0,29265.777,6623.389,160.15,956.49,9287.552,47811.795,3031.609,32297.386,16299.489,3.0635718524387543,9.653546021271213
12445,WTS,1061.0,2309.4,29.7,350.1,1052.1,262.1,349.5,2056.3,106.0,13.5,-18.8,-18.6,87.4,Massachusetts,0.2500715307582261,-0.053791130185979974,-0.008140642591149216,WTS,50644,CEO,0.0,0.0,0.0,83.963,1039.775,4382.012,9659.476,3155.383,3155.383,7537.395,1.388741715348026,0.0
12471,WKC,4503.8,7375.3,87.6,304.3,46499.8,52.9,66.7,47710.6,34.7,59.2,-30.7,-30.7,13.0,Florida,0.19490254872563717,-0.46026986506746626,-0.0041625425406424145,WKC,29803,CEO,0.0,620.064,0.0,42.807,1000.0,4500.008,14335.249,6802.243,7422.307,6802.243,0.6615476689086232,0.09115581433947595
12482,CLFD,296.255,355.517,8.384,168.113,177.398,32.533,41.612,268.72,11.028,0.721,-2.114,-1.949,9.079,Minnesota,0.21818225511871575,-0.05080265308084206,-0.005946269798631288,CLFD,68379,CEO,0.0,0.0,288.831,21.262,425.0,615.6,121.805,1061.862,1061.862,1061.862,0.5797363499211762,0.0
12485,ATUS,834.794,31923.616,1704.811,302.338,3029.842,53.198,118.565,9237.064,281.424,4848.459,-226.915,-226.915,39.528,New York,0.33338674988402983,-1.9138447265213174,-0.0071080606908691035,ATUS,69977,CEO,968.0,0.0,0.0,327.478,1000.0,0.0,5603.449,4327.478,4327.478,4327.478,0.0,0.0
12540,ADBE,11084.0,29779.0,360.0,7842.0,1868.0,5428.0,6799.0,19409.0,1793.0,15.0,-426.0,-422.0,1371.0,California,0.2016473010736873,-0.06265627298132079,-0.014305382988011687,ADBE,20967,CEO,0.0,0.0,0.0,355.283,1500.0,40077.295,47943.538,29395.818,29395.818,44932.578,1.3633672313524325,0.0
12545,HHS,65.213,122.757,2.812,18.364,157.536,-1.57,-1.919,191.492,1.125,0.0,-1.474,-1.474,-0.349,Massachusetts,0.18186555497655027,0.768108389786347,-0.012007461896266607,HHS,71807,CEO,293.75,0.0,0.0,3.462,233.654,908.964,0.0,530.866,530.866,1439.83,1.7122286980141883,0.0
12589,EHC,841.8,6102.4,583.1,141.8,3593.8,364.0,607.2,4801.2,128.3,87.0,3.9,3.9,132.2,Alabama,0.21772068511198941,0.00642292490118577,0.000639092815941269,EHC,32941,CEO,0.0,1127.433,1088.215,66.922,1050.0,4453.885,6436.345,4382.491,4557.967,8836.376,1.0162907351093249,0.2572584860984312
12625,MRTN,196.582,990.339,240.557,53.213,938.235,70.373,93.916,1131.455,38.122,122.462,-14.579,-14.579,23.543,Wisconsin,0.2506814600281102,-0.15523446484092168,-0.014721221723066545,MRTN,51344,CEO,0.0,0.0,0.0,8.836,744.654,329.746,0.0,1083.236,1083.236,1083.236,0.30440827298945006,0.0
12635,FI,34811.0,90890.0,1388.0,1204.0,4744.0,3068.0,3883.0,19093.0,1265.0,3078.0,-511.0,-511.0,754.0,Wisconsin,0.1941797579191347,-0.13159927890806078,-0.005622180657938167,FI,63683,CEO,0.0,28305.568,796.983,290.89,1400.0,23252.867,22977.202,19271.701,47577.269,27943.757,1.2065809343970206,1.4687633437235248
12785,PPC,4204.471,9810.361,543.816,731.223,15878.316,321.574,365.222,17362.217,36.23,385.548,6.675,6.675,42.905,Colorado,0.11747649374900747,0.01827655508156683,0.0006804030962774967,PPC,45407,CEO,0.0,0.0,0.0,22.103,942.308,613.554,1099.374,3191.519,3191.519,2577.965,0.19224513468351592,0.0
12825,JJSF,430.212,1277.236,104.737,49.581,1025.823,78.906,107.514,1558.829,16.945,81.31,10.935,11.663,28.608,New Jersey,0.2660862771360009,0.10170768458061277,0.008561456144361731,JJSF,11677,CEO,0.0,0.0,0.0,57.813,936.538,2250.063,1337.839,4569.359,4569.359,4569.359,0.4924242109232389,0.0
12840,HTLD,169.272,1509.646,208.596,28.455,1007.121,14.775,19.853,1207.458,23.159,189.121,-18.081,-18.081,5.078,Iowa,0.2557799828741248,-0.9107439681660201,-0.011976980033729762,HTLD,28921,CEO,0.0,0.0,0.0,31.906,980.577,0.0,0.0,1012.483,1012.483,1012.483,0.0,0.0
12915,OSUR,386.459,482.845,10.303,290.407,214.423,53.655,56.258,405.472,2.501,0.554,0.102,0.102,2.603,Pennsylvania,0.04626897507909986,0.0018130754737104055,0.0002112479159978875,OSUR,69308,CEO,0.0,0.0,0.0,4.0,721.0,4873.637,8463.368,1828.13,1828.13,6701.767,2.6659138026289155,0.0
12945,PLXS,2672.223,3321.172,104.049,256.654,3747.179,139.094,161.013,4210.305,44.357,4.35,-22.438,-22.438,21.919,Wisconsin,0.13613186512890263,-0.13935520734350643,-0.0067560487683263615,PLXS,43103,CEO,0.0,0.0,0.0,280.903,1083.846,5562.053,8380.288,9126.346,9126.346,9126.346,0.6094501567220879,0.0
13071,RDNT,579.276,2690.473,176.6,342.57,1109.821,3.044,38.81,1616.63,4.08,15.776,6.056,4.393,8.473,California,0.21832002061324401,0.15604225715021902,0.00225090532408242,RDNT,62954,CEO,2000.0,0.0,1118.003,75.183,1500.0,1375.0,932.67,6700.183,5700.183,6700.183,0.2052182753814336,0.0
13092,JACK,325.984,3001.092,74.954,185.907,1184.17,130.826,189.34,1692.306,70.503,26.229,-11.989,-11.989,58.514,California,0.3090419351431288,-0.06331995352276329,-0.003994879197305515,JACK,65333,CEO,0.0,0.0,0.0,101.171,901.539,2745.302,5056.788,5346.487,5346.487,5346.487,0.513477728459828,0.0
13184,LADX,2.262,2.308,0.0,2.07,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,California,0.0,0.0,0.0,LADX,69314,CEO,25.0,0.0,0.0,0.0,520.0,0.0,2.6,545.0,545.0,545.0,0.0,0.0
13200,PLAB,785.45,1526.221,131.295,512.207,475.079,125.485,269.946,892.076,71.239,0.235,-0.927,-0.927,70.312,Connecticut,0.26046690819645407,-0.0034340201373608053,-0.0006073825481368689,PLAB,61122,CEO,1300.0,396.642,0.0,0.0,750.0,2011.2,1354.05,4061.2,4457.842,4061.2,0.4952230867723826,0.09766620703240422
13354,VOXX,285.021,519.451,3.557,6.134,386.585,-28.576,-30.95,534.014,1.744,4.855,-1.793,-1.783,-0.039,Florida,0.001260096930533118,0.05793214862681745,-0.0034517211440540105,VOXX,18245,CEO,0.0,0.0,0.0,41.672,1000.0,250.0,0.0,1041.672,1041.672,1291.672,0.23999877120629143,0.0
13381,DXLG,154.012,350.598,9.642,52.074,273.44,89.123,58.335,545.838,0.836,0.0,-31.624,-31.624,-30.788,Massachusetts,-0.5277792063083911,-0.5421102254221307,-0.09020017227708087,DXLG,64465,CEO,0.0,0.0,120.789,159.627,866.346,2765.938,566.841,5597.774,5597.774,5959.023,0.49411391027933604,0.0
13421,CDNS,1976.217,5669.491,102.337,1138.511,311.506,1041.144,1281.926,4089.986,277.294,8.817,-36.512,-36.512,240.782,California,0.18782831458290106,-0.02848214327504084,-0.006440084303864315,CDNS,50653,CEO,0.0,0.0,14831.42,11.772,750.0,7702.791,14910.351,17341.862,9651.949,17341.862,0.44417323814478515,0.0
13570,MIDD,1965.859,6906.692,85.179,247.496,2377.143,400.882,519.378,4036.605,118.496,216.143,-2.405,-2.405,118.496,Illinois,0.22814982536803635,-0.004630538836839449,-0.000348213008485104,MIDD,64472,CEO,0.0,0.0,0.0,18.445,975.0,6140.784,10722.512,4344.085,4344.085,8434.879,1.4135966492368357,0.0
13623,CNMD,615.649,2300.021,19.032,24.296,541.647,64.459,80.828,1244.744,15.669,60.902,0.7,0.7,16.369,Florida,0.20251645469391794,0.008660365219973275,0.00030434504728435083,CNMD,50657,CEO,0.0,0.0,3095.572,103.058,950.0,2657.526,0.0,7764.615,5107.174,7764.615,0.3422611423747346,0.0
13700,XRAY,1973.0,7370.0,149.0,334.0,1606.0,-132.0,-175.0,3965.0,87.0,228.0,-130.0,-130.0,-43.0,North Carolina,0.24571428571428572,0.7428571428571429,-0.017639077340569877,XRAY,69320,CEO,0.0,0.0,0.0,239.893,1000.0,4629.248,6715.298,8518.986,7081.64,8518.987,0.5434036398228614,0.0
13714,PARA,12703.0,53543.0,328.0,2460.0,20017.0,-1284.0,-1613.0,29652.0,289.0,503.0,-650.0,-650.0,-361.0,New York,0.22380657160570366,0.402975821450713,-0.012139775507536,PARA,63695,CEO,0.0,0.0,0.0,100.196,3100.0,15535.109,9139.392,31135.305,31135.305,31257.129,0.49895477176151,0.0
13721,ZTS,6343.0,14286.0,732.0,2041.0,2219.0,2344.0,2936.0,8581.0,657.0,146.0,-61.0,-61.0,596.0,New Jersey,0.20299727520435967,-0.02077656675749319,-0.004269914601707966,ZTS,47875,CEO,0.0,5201.209,4614.941,232.026,1200.0,8774.86,13620.712,15237.853,17514.095,15237.853,0.5758593418639752,0.3413347667811207
