gvkey,tic,act,at,capx,che,cogs,ib,pi,revt,txc,txdb,txdc,txdi,txt,state,Total Income Taxes as % of pretax income,Total Income Deferred Taxes as % of pretax income,Total Income Deferred Taxes as % of total assets
31232,AASP,0.0,0.0,0.0,0.0,0.0,-0.07,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,Nevada,-0.0,-0.0,
31236,APPN,414.355,627.503,9.637,159.004,133.849,-111.441,-108.232,545.363,4.78,0.002,-1.541,-1.571,3.209,Virginia,-0.02964927193436322,0.014237933328405646,-0.00245576515172039
31249,ALT,209.626,210.64,0.047,197.856,83.459,-88.447,-88.447,0.426,0.0,0.0,0.0,0.0,0.0,Maryland,-0.0,-0.0,0.0
31252,MGY,591.273,2756.216,424.89,401.121,281.118,388.301,549.812,1226.979,31.852,0.0,75.356,75.356,107.208,Texas,0.1949902875892123,0.13705775792452693,0.027340382611522464
31294,GTHX,114.948,121.54,0.0,82.219,6.682,-47.967,-44.852,82.511,3.115,0.0,0.0,0.0,3.115,North Carolina,-0.06945063765272452,-0.0,0.0
31301,ELDN,56.129,89.066,0.0,51.102,0.0,-116.537,-116.537,0.0,0.0,1.752,0.0,0.0,0.0,California,-0.0,-0.0,0.0
31337,GLGI,11.01,49.53,9.179,0.696,46.231,6.338,8.85,60.759,0.3,3.905,2.162,2.162,2.462,Oklahoma,0.27819209039548026,0.24429378531073445,0.043650312941651524
31348,MOTS,5.757,7.223,0.104,4.958,0.118,-12.867,-12.867,0.319,0.0,0.0,0.0,0.0,0.0,Florida,-0.0,-0.0,0.0
31370,NVOS,4.388,35.563,0.049,0.416,5.316,-13.215,-13.269,12.572,0.0,1.4,0.0,0.0,0.0,Washington,-0.0,-0.0,0.0
31384,SMHI,164.686,780.336,10.604,84.131,162.398,-9.314,-0.515,279.511,13.86,35.718,-5.061,-5.061,8.799,Texas,-17.085436893203884,9.827184466019418,-0.006485667712370056
31386,AGS,165.378,680.338,38.361,51.18,105.127,0.428,1.713,356.536,-0.231,2.326,1.598,1.516,1.285,Nevada,0.7501459427904261,0.9328663164039697,0.002348832492084817
31418,PRPH,47.585,91.927,3.155,5.276,21.868,-16.782,-22.8,44.384,1.056,0.0,-0.224,-7.074,-6.018,New York,0.2639473684210526,0.009824561403508772,-0.0024367160899409312
31453,NSIT,4331.301,6286.35,39.252,268.73,7443.839,281.309,377.854,9175.84,109.625,27.588,-13.08,-13.08,96.545,Arizona,0.2555087414715737,-0.034616545014741144,-0.0020806986566131377
31457,SSTI,40.305,138.708,5.053,6.109,29.236,-2.718,-1.514,92.717,0.663,1.226,0.541,0.541,1.204,California,-0.7952443857331571,-0.357331571994716,0.0039002797243129455
31466,WOW,110.2,1514.7,268.9,23.4,301.0,-287.7,-383.8,686.7,3.5,125.7,-99.6,-99.6,-96.1,Colorado,0.2503908285565398,0.25951016154247003,-0.06575559516735986
31477,AZTA,1418.956,2885.72,39.436,1022.433,336.568,-12.883,-30.433,665.072,10.686,67.301,-28.654,-28.236,-17.55,Massachusetts,0.5766766339171294,0.941543718989255,-0.009929584297852876
31507,NINE,183.633,401.984,24.603,30.84,490.75,-32.213,-31.628,609.526,0.585,0.0,0.0,0.0,0.585,Texas,-0.018496269128620207,-0.0,0.0
31542,CODX,62.141,95.321,1.365,58.548,4.185,-35.333,-38.111,6.812,-0.456,0.0,-2.418,-2.322,-2.778,Utah,0.0728923407939965,0.06344624911442891,-0.02536691809779587
31564,ACIW,1406.645,3444.739,8.924,164.239,719.211,121.509,147.627,1452.579,30.203,40.735,-4.085,-4.085,26.118,Nebraska,0.17691885630677312,-0.027671089976765765,-0.0011858663312372868
31567,STRT,225.782,340.93,17.37,20.571,433.309,-6.67,-7.668,492.946,6.218,0.0,-4.937,-4.937,1.281,Wisconsin,-0.16705790297339593,0.6438445487741262,-0.014480978499985335
31581,FWEDF,19.865,39.461,1.417,19.224,0.0,-33.264,-33.264,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia,-0.0,-0.0,0.0
31587,DLTR,6367.1,23022.1,1248.8,642.8,18658.9,1615.4,2110.6,28331.7,372.3,1105.7,123.0,122.9,495.2,Virginia,0.23462522505448688,0.05827726712783095,0.005342692456378871
31596,UCM1,3268.0,42827.0,2576.0,512.0,4609.0,1090.0,1404.0,7844.0,117.0,5320.0,196.0,197.0,314.0,Illinois,0.22364672364672364,0.1396011396011396,0.004576552175029771
31628,MRSN,214.057,226.06,2.168,209.084,206.295,-171.67,-171.67,36.855,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
31629,RDI,38.71,533.051,4.473,15.458,196.181,-30.673,-30.595,222.744,0.176,0.0,0.149,0.414,0.59,New York,-0.019284196764177152,-0.004870076809936264,0.00027952297247355317
31653,IONM,6.723,7.514,0.0,0.123,2.449,-21.447,-22.183,0.255,0.06,0.0,-0.807,-0.796,-0.736,Colorado,0.03317856015868007,0.03637920930442231,-0.10739952089433058
31656,RNTX,18.266,106.008,0.0,17.338,0.0,-15.732,-15.732,0.0,0.0,3.326,0.0,0.0,0.0,Texas,-0.0,-0.0,0.0
31673,COR,42798.826,62558.746,458.359,2689.773,253357.554,1745.293,2160.836,262173.411,547.124,1657.944,-118.864,-118.864,428.26,Pennsylvania,0.1981918109472445,-0.0550083393649495,-0.0019000380858017838
31714,GDDFF,32.708,57.808,0.716,24.925,103.178,-16.463,-16.524,168.558,0.0,0.0,-0.061,-0.061,-0.061,Quebec,0.0036916000968288546,0.0036916000968288546,-0.0010552172709659563
31738,TAIT,12.807,18.006,0.215,9.835,2.493,1.845,2.257,6.108,0.401,0.0,0.004,0.011,0.412,California,0.18254319893664153,0.0017722640673460345,0.00022214817283127845
31752,CBZ,612.685,2043.592,23.052,38.452,1329.828,120.968,166.303,1591.194,40.249,29.287,11.273,5.086,45.335,Ohio,0.27260482372536876,0.0677859088531175,0.005516267434987022
31775,AATC,19.089,25.647,0.006,12.429,0.077,4.501,5.0,13.133,0.074,0.0,0.425,0.425,0.499,Minnesota,0.0998,0.08499999999999999,0.016571138924630562
31803,ADV,1012.034,3779.323,46.271,142.842,3660.464,-63.258,-89.326,4224.846,51.408,204.251,-80.416,-80.416,-29.008,Missouri,0.32474307592414303,0.9002530058437633,-0.02127788495452757
31805,MYO,13.651,14.582,0.146,8.866,5.895,-8.148,-7.992,19.241,0.156,0.0,0.0,0.0,0.156,Massachusetts,-0.01951951951951952,-0.0,0.0
31843,HLIT,330.732,768.206,8.475,84.269,282.42,83.994,19.141,607.907,28.003,0.0,-92.856,-92.856,-64.853,California,-3.3881719868345437,-4.851157201818087,-0.12087382811381321
31845,RNGR,135.4,378.0,36.5,15.7,531.7,23.8,31.0,636.6,0.3,11.3,6.6,6.9,7.2,Texas,0.23225806451612904,0.2129032258064516,0.01746031746031746
31846,DRI,997.7,10241.5,564.9,416.2,8404.4,983.5,1120.5,10487.8,193.1,142.2,-59.5,-56.1,137.0,Florida,0.12226684515841142,-0.05310129406514949,-0.005809695845335156
31848,ATXI,1.85,1.85,0.0,1.783,0.0,-10.377,-10.488,0.0,0.0,0.0,0.0,0.0,0.0,Florida,-0.0,-0.0,0.0
31942,NTRB,2.694,9.456,0.079,1.986,1.043,-4.483,-4.483,2.08,0.0,0.0,0.0,0.0,0.0,Florida,-0.0,-0.0,0.0
31954,AGTI,337.743,2398.944,86.348,20.037,607.952,-19.425,-23.851,1174.604,12.589,126.219,-17.321,-17.321,-4.732,Minnesota,0.19839839000461199,0.7262169301077523,-0.007220260247842385
31982,SOLO,70.855,94.11,0.745,65.455,1.55,-57.582,-57.581,0.608,0.001,0.0,0.0,0.0,0.001,British Columbia,-1.736683975616957e-05,-0.0,0.0
32014,USAU,8.433,24.184,0.178,7.823,0.0,-7.614,-7.614,0.0,0.0,0.43,0.0,0.0,0.0,Nevada,-0.0,-0.0,0.0
32018,KALA,52.87,55.949,0.61,50.895,0.0,-42.199,-42.199,0.0,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
32074,XELA,181.208,636.337,8.075,67.153,833.422,-125.156,-115.565,1064.124,9.916,11.692,-1.048,-1.048,8.868,Texas,-0.07673603599705793,0.009068489594600443,-0.001646926078477285
32078,PRPO,3.682,18.101,0.126,1.502,7.871,-5.853,-5.853,15.197,0.0,0.0,0.0,0.0,0.0,Connecticut,-0.0,-0.0,0.0
32098,BBCP,94.27,904.525,54.505,15.861,226.601,31.79,40.562,442.241,2.635,80.791,6.137,6.137,8.772,Colorado,0.21626152556580053,0.15129924559932942,0.0067847765401730185
32102,RDFN,445.045,1153.648,12.056,192.952,584.091,-126.392,-125.413,976.672,0.959,0.264,0.0,0.02,0.979,Washington,-0.0078062082878170526,-0.0,0.0
32193,CBUS,35.22,544.411,4.321,32.699,58.379,-267.627,-337.643,1.817,-0.004,0.0,0.0,0.0,-0.004,California,1.1846832305127015e-05,-0.0,0.0
32213,AMRQF,43.968,106.953,24.304,21.014,0.0,-0.834,-0.834,0.0,0.0,0.0,0.0,0.0,0.0,Ontario,-0.0,-0.0,0.0
32233,DARE,17.544,21.282,0.629,10.477,33.479,-30.161,-30.161,2.808,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
32244,NEXT,314.525,3323.801,1737.636,294.478,0.0,-162.261,-221.64,0.0,0.0,0.0,0.0,0.0,0.0,Texas,-0.0,-0.0,0.0
32245,ALPN,330.034,379.852,0.487,327.412,102.55,-32.184,-32.081,58.876,-0.051,0.0,0.155,0.154,0.103,Washington,-0.003210623110252174,-0.004831520214457155,0.0004080536630055917
32247,NMTC,7.313,8.097,0.384,5.322,1.297,-11.859,-11.859,3.408,0.0,0.0,0.0,0.0,0.0,Minnesota,-0.0,-0.0,0.0
32254,GNPX,7.532,10.671,0.0,6.738,0.0,-30.86,-30.86,0.0,0.0,0.0,0.0,0.0,0.0,Texas,-0.0,-0.0,0.0
32271,ACHV,16.982,19.371,0.021,15.546,0.0,-29.815,-29.815,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia,-0.0,-0.0,0.0
32283,FRGT,9.766,10.679,0.035,1.56,21.673,-9.328,-9.223,17.061,0.105,0.0,0.0,0.0,0.105,Texas,-0.01138458202320286,-0.0,0.0
32285,ECVT,245.987,1837.751,65.335,88.365,419.12,71.154,81.939,691.118,27.857,115.791,-17.072,-17.072,10.785,Pennsylvania,0.1316223043971735,-0.20835011410927642,-0.009289615404916117
32316,JAGX,27.963,50.763,0.0,6.469,0.024,-41.3,-41.901,9.761,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
32321,MDNAF,36.385,36.446,0.0,33.596,0.0,-10.048,-10.048,0.0,0.0,0.0,0.0,0.0,0.0,Ontario,-0.0,-0.0,0.0
32323,CDBMF,40.322,52.367,0.796,5.078,0.0,-22.903,-35.377,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia,-0.0,-0.0,0.0
32347,MBIO,11.346,17.742,0.064,6.234,0.0,-51.602,-51.602,0.0,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
32348,KRYS,587.909,818.355,11.799,532.178,142.919,10.932,12.897,50.699,1.965,0.0,0.0,0.0,1.965,Pennsylvania,0.15236101418934636,0.0,0.0
32352,HBB,286.815,384.702,3.419,15.442,477.787,25.242,31.696,625.625,7.36,0.0,-0.906,-0.906,6.454,Virginia,0.20362190812720846,-0.02858404846037355,-0.002355069638317451
32356,CELC,190.59,191.219,0.098,180.583,0.0,-63.779,-63.779,0.0,0.0,0.0,0.0,0.0,0.0,Minnesota,-0.0,-0.0,0.0
32372,CNR,601.006,2675.003,167.791,325.2,1412.745,655.892,777.872,2533.969,107.859,36.219,14.121,14.121,121.98,Pennsylvania,0.1568124318653969,0.018153372277186993,0.005278872584441961
32382,ROKU,3072.942,4261.792,82.619,2066.604,1821.202,-709.561,-699.43,3484.619,8.86,0.0,0.0,1.271,10.131,California,-0.014484651787884422,-0.0,0.0
32383,DCPH,381.096,473.566,0.778,306.216,1.632,-194.942,-194.511,163.356,0.431,0.0,0.0,0.0,0.431,Massachusetts,-0.002215812987440299,-0.0,0.0
32395,ADIL,3.199,4.737,0.0,2.827,0.0,-7.002,-7.002,0.0,0.0,0.0,0.0,0.0,0.0,Virginia,-0.0,-0.0,0.0
32396,NVNO,46.923,48.635,0.033,46.412,0.0,-23.516,-23.516,0.0,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
32407,GROM,3.902,18.133,0.034,2.506,2.943,-12.527,-13.898,4.041,-0.019,0.0,-0.02,0.0,-0.019,Florida,0.0013671031803137142,0.001439055979277594,-0.0011029614514972703
32451,OPTN,105.333,107.729,0.328,73.684,8.633,-35.483,-35.483,70.987,0.0,0.0,0.0,0.0,0.0,Pennsylvania,-0.0,-0.0,0.0
32502,ANGI,487.219,1856.215,47.78,364.044,62.547,-30.676,-28.208,1358.748,11.848,2.739,-10.009,-10.009,1.839,Colorado,-0.06519427112875781,0.35482841747022126,-0.005392155542326724
32525,SPRO,131.208,182.39,0.0,76.333,76.627,22.806,25.404,103.781,2.598,0.0,0.0,0.0,2.598,Massachusetts,0.10226735947094945,0.0,0.0
32526,MDB,2236.584,2588.893,7.244,1836.63,338.42,-345.398,-333.254,1284.04,12.715,0.225,-0.562,-0.571,12.144,New York,-0.03644067288014547,0.001686401363524519,-0.00021708120034315826
32528,FNKO,342.876,804.645,35.131,36.453,724.06,-154.079,-31.941,1096.086,9.373,0.402,123.124,123.124,132.497,Washington,-4.148179455871764,-3.85473216242447,0.15301654767009054
32530,ALTR,700.623,1363.493,10.193,467.459,113.518,-8.926,12.619,618.261,23.864,12.87,-2.319,-2.319,21.545,Michigan,1.7073460654568509,-0.18377050479435772,-0.0017007788085454051
32541,CARG,391.191,918.927,41.211,314.65,230.145,31.104,51.687,914.242,67.498,0.058,-37.864,-37.864,29.634,Massachusetts,0.5733356550002903,-0.7325633137926364,-0.04120457881855686
32558,PACK,124.9,1122.7,55.3,62.0,177.2,-27.1,-31.3,336.3,1.7,71.6,-5.9,-5.9,-4.2,Ohio,0.134185303514377,0.18849840255591055,-0.005255188385142959
32571,BAND,252.775,1101.048,19.899,153.795,340.877,-16.343,-19.303,601.117,4.181,33.021,-5.942,-7.141,-2.96,North Carolina,0.15334403978656166,0.3078277987877532,-0.005396676620819438
32574,EYE,396.67,2172.511,114.774,149.896,1000.152,-65.901,-61.764,2126.468,10.126,87.884,-5.989,-5.989,4.137,Georgia,-0.06698076549446279,0.09696587008613432,-0.0027567179176538116
32592,FAT,121.009,1388.238,18.896,76.315,443.396,-90.11,-96.365,480.457,2.145,18.805,-8.376,-8.4,-6.255,California,0.06490945882841281,0.08691952472370675,-0.006033547561729328
32601,SCPH,92.938,94.479,0.04,76.013,3.811,-54.81,-54.81,13.593,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
32638,ACMR,1176.11,1490.908,61.876,285.009,274.415,77.349,116.216,557.723,32.603,0.0,-13.647,-13.239,19.364,California,0.16662077510841883,-0.11742789288910306,-0.009153482307426079
32674,CUE,51.454,61.53,0.0,48.514,56.926,-50.733,-50.733,5.49,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
32676,PTOAF,143.104,638.541,55.539,19.003,244.494,8.981,5.128,374.029,0.0,0.0,-3.853,-3.853,-3.853,Alberta,-0.7513650546021841,-0.7513650546021841,-0.0060340682900549844
32682,DLTNF,18.249,74.088,0.652,2.153,55.036,-17.515,-16.636,71.065,0.0,0.0,0.0,0.0,0.0,British Columbia,-0.0,-0.0,0.0
32715,ARCT,386.59,429.402,2.901,347.005,242.048,-29.725,-27.89,166.799,1.835,0.0,0.0,0.0,1.835,California,-0.06579419146647544,-0.0,0.0
32731,TSNDF,102.889,666.518,9.037,27.26,146.681,-91.101,-58.833,317.328,42.068,17.175,-18.615,-18.615,23.453,Ontario,-0.398636819472065,0.3164040589465096,-0.027928728106367717
32748,NMRK,1506.104,4471.575,55.361,258.805,2183.202,42.575,103.478,2470.368,46.298,0.0,-5.195,-5.195,41.103,New York,0.397214866928236,-0.05020390807707919,-0.0011617830406512248
32759,EXROF,18.489,60.144,8.836,6.241,3.204,-50.623,-50.623,5.736,0.0,0.0,0.0,0.0,0.0,Alberta,-0.0,-0.0,0.0
32771,WSC,569.096,6137.915,249.213,10.958,765.164,341.844,468.419,2364.767,19.632,554.268,141.641,106.943,126.575,Arizona,0.27021747623388465,0.30238098796163265,0.02307640298049093
32775,DNLI,1064.137,1153.917,12.939,1034.511,510.504,-145.224,-145.194,330.531,0.03,0.0,0.0,0.0,0.03,California,-0.00020662010826893675,-0.0,0.0
32792,QTRX,382.095,428.567,3.841,321.324,41.869,-28.354,-27.635,122.368,1.011,1.177,0.0,-0.292,0.719,Massachusetts,-0.026017731138049574,-0.0,0.0
32809,ASTH,461.507,933.361,28.529,296.305,1171.703,60.717,89.838,1386.661,44.433,4.072,-12.444,-12.444,31.989,California,0.3560742670139585,-0.13851599545849197,-0.013332461930592773
32846,PCSA,5.632,5.787,0.003,4.706,0.0,-11.122,-11.122,0.0,0.0,0.0,0.0,0.0,0.0,Maryland,-0.0,-0.0,0.0
32851,OSS,42.445,48.266,0.822,11.821,41.865,-6.716,-5.789,60.897,1.022,0.045,-0.095,-0.095,0.927,California,-0.16013128346864744,0.01641043358092935,-0.001968259230099863
32860,VMD,38.367,154.895,26.093,12.839,49.754,10.243,14.391,183.008,5.587,0.0,-1.439,-1.439,4.148,Louisiana,0.2882357028698492,-0.09999305121256341,-0.009290164304851673
32861,EYEN,20.707,28.779,2.847,14.849,0.004,-27.261,-27.261,0.004,0.0,0.0,0.0,0.0,0.0,New York,-0.0,-0.0,0.0
32885,GLATF,25.749,177.599,35.336,24.858,0.0,-16.604,-16.586,0.69,0.0,0.0,0.0,0.0,0.0,Ontario,-0.0,-0.0,0.0
32894,SLDB,129.734,164.939,1.515,123.64,0.0,-96.015,-96.015,0.0,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
32901,SLS,3.172,6.219,0.0,2.63,0.0,-37.34,-37.34,0.0,0.0,0.0,0.0,0.0,0.0,New York,-0.0,-0.0,0.0
32908,RCKT,378.222,566.341,16.436,373.175,0.0,-245.595,-245.595,0.0,0.0,1.061,0.0,0.0,0.0,New Jersey,-0.0,-0.0,0.0
32918,MSGE,295.281,1401.157,15.188,84.355,499.929,76.597,77.772,851.496,1.008,23.518,0.72,0.72,1.728,New York,0.02221879339608085,0.009257830581700354,0.0005138610448365172
32919,EOLS,112.421,188.998,0.473,62.838,61.559,-61.685,-61.509,202.085,0.171,0.027,0.005,0.005,0.176,California,-0.0028613698808304475,-8.128891706904681e-05,2.6455306405358788e-05
32922,AUXXF,2.545,34.102,2.844,2.393,0.0,0.475,0.475,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia,0.0,0.0,0.0
32930,ADT,1004.694,15964.094,806.888,129.95,1008.466,-64.54,-59.955,4982.659,24.715,1027.189,125.235,-20.13,4.585,Florida,-0.07647402218330415,-2.0888166124593446,0.007844792194282996
32935,CDLX,223.928,574.144,0.667,91.83,178.826,-134.702,-134.702,309.204,0.0,0.0,0.0,0.0,0.0,Georgia,-0.0,-0.0,0.0
32938,WHD,556.178,1522.561,43.977,133.792,646.929,169.171,262.376,1096.96,30.193,3.589,17.343,17.343,47.536,Texas,0.18117510747934265,0.06609979571302253,0.01139067662970482
32941,BTAI,72.143,73.702,0.02,65.221,0.942,-179.053,-179.053,1.38,0.0,0.0,0.0,0.0,0.0,Connecticut,-0.0,-0.0,0.0
32942,CLNV,0.853,10.591,0.0,0.345,0.073,-14.27,-14.398,0.257,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
32961,EVFM,9.21,10.554,0.004,0.58,6.035,52.979,52.996,18.218,0.017,0.0,0.0,0.0,0.017,California,0.00032077892671144995,0.0,0.0
33068,PRPL,141.81,390.625,14.391,26.857,313.61,-120.757,-121.207,510.541,0.05,0.0,0.0,-0.042,0.008,Utah,-6.60027886178191e-05,-0.0,0.0
33073,ONDS,23.606,92.165,0.211,15.022,9.31,-46.359,-44.845,15.691,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
33103,GSTX,0.012,0.018,0.0,0.001,0.0,-1.305,-1.305,0.0,0.0,0.0,0.0,0.0,0.0,Arizona,-0.0,-0.0,0.0
33114,VXRT,45.536,91.83,1.871,39.713,85.726,-82.465,-82.204,7.379,0.261,0.0,0.0,0.0,0.261,California,-0.0031750279791737633,-0.0,0.0
33133,RCUS,831.0,1095.0,24.0,759.0,449.0,-307.0,-301.0,117.0,6.0,0.0,0.0,0.0,6.0,California,-0.019933554817275746,-0.0,0.0
33138,BFICQ,12.5,258.476,2.503,7.556,138.691,-30.708,-30.773,170.1,0.013,1.146,-0.078,-0.078,-0.065,Florida,0.0021122412504468203,0.0025346895005361842,-0.0003017688296012009
33152,DBX,1516.6,2983.5,24.3,1356.0,319.1,453.6,554.4,2501.6,62.9,0.0,38.4,37.9,100.8,California,0.18181818181818182,0.06926406926406926,0.012870789341377576
33155,RENB,2.565,58.301,0.03,1.874,0.0,-39.684,-39.684,0.0,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
33159,IBEX,158.607,293.324,18.952,57.429,374.992,31.582,40.326,523.118,4.339,0.0,4.529,4.405,8.744,District of Columbia,0.21683281257749343,0.11230967613946337,0.015440264008400267
33184,RFL,82.941,98.829,0.0,79.506,15.244,-8.354,-8.948,0.279,-0.255,0.0,0.0,0.0,-0.255,New Jersey,0.028497988377291013,-0.0,0.0
33232,ZUO,518.552,668.598,10.634,386.245,140.117,-197.97,-187.388,396.087,10.521,3.717,0.0,0.061,10.582,California,-0.056471065383055484,-0.0,0.0
33233,RDVT,40.28,92.99,0.122,32.032,13.069,13.529,3.838,60.204,0.11,0.0,-9.801,-9.801,-9.691,Florida,-2.5250130276185514,-2.5536737884314746,-0.10539842993870309
33240,QTTB,83.914,84.564,0.228,82.653,92.68,-112.961,-112.961,1.156,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
33243,WH,373.0,4033.0,37.0,66.0,662.0,289.0,398.0,1397.0,126.0,325.0,-17.0,-17.0,109.0,New Jersey,0.27386934673366836,-0.04271356783919598,-0.0042152243987106375
33280,ALEAF,35.848,59.925,1.654,0.697,33.655,-34.607,-34.607,42.847,0.0,0.0,0.0,0.0,0.0,Ontario,-0.0,-0.0,0.0
33285,CHXMF,30.475,36.827,0.59,17.904,0.0,-5.575,-5.575,0.0,0.0,0.0,0.0,0.0,0.0,Quebec,-0.0,-0.0,0.0
33301,DOCU,1631.004,3012.72,77.654,1031.703,460.975,-97.454,-89.881,2515.915,5.876,10.723,1.697,1.697,7.573,California,-0.0842558494008745,-0.01888051979840011,0.0005632783663931597
33317,UBX,46.605,65.69,0.011,43.201,0.0,-39.86,-39.86,0.0,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
33326,CHX,1425.417,3241.702,142.324,288.557,2380.139,314.238,423.824,3758.285,127.377,71.497,-22.272,-22.272,105.105,Texas,0.24799209105666503,-0.052550115142134465,-0.006870464959456482
33382,SURG,33.367,41.925,0.0,14.622,101.499,20.618,18.38,137.142,0.57,0.0,-2.835,-2.835,-2.265,Tennessee,-0.12323177366702939,-0.1542437431991295,-0.06762075134168158
33420,LASR,220.554,306.803,5.339,112.882,148.997,-41.67,-42.648,209.921,-0.932,0.0,0.007,-0.046,-0.978,Washington,0.02293190770962296,-0.00016413430876008252,2.2815943781514522e-05
33421,GSHD,74.559,354.892,4.452,44.047,152.604,14.14,26.388,261.276,0.755,0.0,-22.123,1.937,2.692,Texas,0.10201606790965591,-0.838373503107473,-0.06233727443842071
33424,ROAD,473.424,1219.665,97.81,49.08,1288.063,49.001,65.404,1563.548,5.238,37.121,11.165,11.165,16.403,Alabama,0.2507950584062137,0.17070821356491958,0.009154152984631025
33425,LOVE,194.041,418.054,25.242,43.533,305.719,28.242,38.9,651.545,10.242,0.0,0.416,0.416,10.658,Connecticut,0.2739845758354756,0.010694087403598972,0.0009950867591268114
33445,SRRK,288.194,311.035,0.071,279.938,0.0,-165.789,-165.789,0.0,0.0,0.0,0.0,0.0,0.0,Massachusetts,-0.0,-0.0,0.0
33467,XAIR,59.41,68.749,3.877,56.012,51.22,-55.816,-59.401,0.0,0.0,0.0,0.0,0.0,0.0,New York,-0.0,-0.0,0.0
33476,JRSH,57.284,83.719,5.807,17.801,113.843,2.42,4.084,138.063,1.465,0.0,0.199,0.199,1.664,New Jersey,0.40744368266405484,0.04872673849167484,0.0023769992474826506
33483,XRTX,4.069,5.468,0.004,3.448,0.0,-2.158,-2.158,0.0,0.0,0.0,0.0,0.0,0.0,Alberta,-0.0,-0.0,0.0
33499,XCUR,2.024,11.58,0.0,0.816,0.0,-16.914,-16.914,0.0,0.0,0.0,0.0,0.0,0.0,Illinois,-0.0,-0.0,0.0
33500,DNTH,177.451,179.405,0.11,173.718,50.933,-43.555,-43.555,2.826,0.0,0.0,0.0,0.0,0.0,New York,-0.0,-0.0,0.0
33549,ICCT,3.508,15.687,0.16,1.219,2.029,-15.552,-15.552,8.152,0.0,0.0,0.0,0.0,0.0,Florida,-0.0,-0.0,0.0
33550,WRAP,21.227,28.501,0.23,11.455,2.403,-30.22,-30.22,6.133,0.0,0.0,0.0,0.0,0.0,Arizona,-0.0,-0.0,0.0
33557,KULR,3.904,10.864,0.266,1.195,5.463,-23.694,-23.694,9.83,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
33595,MGTX,159.622,326.744,20.174,129.566,137.348,-84.027,-84.027,14.017,0.0,0.0,0.0,0.0,0.0,New York,-0.0,-0.0,0.0
33597,VRCA,77.53,81.597,0.362,69.547,0.216,-66.995,-66.995,5.124,0.0,0.0,0.0,0.0,0.0,Pennsylvania,-0.0,-0.0,0.0
33614,ECOR,14.294,16.102,0.206,10.581,1.842,-18.834,-19.02,16.03,-0.186,0.0,0.0,0.0,-0.186,New Jersey,0.009779179810725552,-0.0,0.0
33631,KZR,206.95,221.235,1.81,201.372,112.571,-101.87,-101.87,7.0,0.0,0.0,0.0,0.0,0.0,California,-0.0,-0.0,0.0
33637,BV,742.1,3352.2,71.3,67.0,2031.9,-7.7,-3.1,2816.0,26.1,51.1,-21.5,-21.5,4.6,Pennsylvania,-1.4838709677419353,6.935483870967742,-0.006413698466678599
33638,IIIV,85.544,881.493,4.204,3.112,80.552,-0.811,-3.855,370.239,4.732,19.646,-5.935,-5.935,-1.203,Tennessee,0.3120622568093385,1.5395590142671853,-0.00673289521300793
33652,SKY,1043.466,1562.724,52.244,747.453,1761.153,401.802,533.896,2606.56,130.802,5.964,1.127,1.292,132.094,Michigan,0.24741522693558296,0.0021108980026072494,0.0007211766121208863
33660,XERS,156.264,322.602,2.263,72.451,27.158,-62.255,-63.504,163.914,0.0,2.268,-1.249,-1.249,-1.249,Illinois,0.019668052406147645,0.019668052406147645,-0.003871643697187247
33665,GTBIF,342.762,2490.057,220.035,161.634,495.122,36.267,156.049,1054.553,133.073,72.51,8.918,-14.443,118.63,Illinois,0.7602099340591737,0.05714871610840184,0.0035814441195522835
33693,RPAY,169.322,1519.833,0.733,118.096,69.703,-110.49,-119.535,296.627,1.479,0.0,-3.594,-3.594,-2.115,Georgia,0.01769356255490024,0.030066507717404944,-0.002364733493745694
33698,STIM,93.793,115.831,2.369,59.677,15.732,-30.189,-30.189,71.348,0.0,0.0,0.0,0.0,0.0,Pennsylvania,-0.0,-0.0,0.0
