gvkey,datadate,tic,act,aedi,at,capx,che,cogs,ib,lct,lt,pi,revt,txach,txc,txdb,txdc,txdi,txt,state
111974,12/31/2023,TSQ,132.182,,652.049,14.979,61.046,324.33,-44.961,76.088,642.138,-49.164,454.231,,0.75,11.856,,-6.892,-6.142,NY
112000,12/31/2023,BXSY,,,,,,,,,,,,,,,,,,NY
112005,12/31/2023,FMHS,0.008,,0.008,0,0,0.007,-0.561,1.952,1.986,-0.561,0.015,0,0,0,0,0,0,CA
112006,7/31/2023,VVR,,,,,,,,,,,,,,,,,,GA
112030,12/31/2023,CMLS,286.897,,1440.301,24.814,80.66,333.359,-117.879,143.739,1153.719,-100.696,844.548,0,-0.461,12.325,17.644,17.644,17.183,GA
112111,12/31/2023,CSGP,5476.1,,8919.7,142.8,5215.9,426.2,374.7,455.8,1581.1,501.3,2455,10.7,163.8,36.7,-37.2,-37.2,126.6,DC
112158,12/31/2023,CLS,4512.6,,5890.7,125.1,370.4,7061.7,244.6,3219.5,4122.2,306.6,7961,,,42.2,-1.9,-1.9,62,ON
112159,12/31/2023,SLBK,,,1045.843,2.843,22.093,7.717,9.7,,962.961,12.076,49.94,0,,0,-0.055,,2.376,VA
112159,12/31/2023,SLBK,,,1045.843,,,,9.7,,962.961,12.076,49.94,,,0,,,2.376,VA
112168,12/31/2023,RSG,2381,,31410.1,1631.1,140,9008.9,1731,4228.3,20866.6,2191.5,14964.5,,389.7,,101.7,101.4,460.1,AZ
112191,12/31/2023,EAS2,700.439,,8728.722,838.955,6.101,1707.887,212.235,1025.183,5887.697,255.892,2196.936,7.334,-9.327,853.843,52.984,52.984,43.657,NY
112211,12/31/2023,DFIFF,0.304,,0.338,0.008,0.123,0,-3.864,2.397,2.397,-4.214,0,0,0,0,0,0,0,BC
112254,12/31/2023,PFBX,,,797.738,2.537,22.794,5.883,9.166,,728.455,11.287,39.493,0,,0,0.756,,2.121,MS
112254,12/31/2023,PFBX,,,797.738,,,,9.166,,728.455,11.287,39.493,,,0,,,2.121,MS
112295,12/31/2023,FCCO,,,1827.688,1.071,94.695,24.934,11.843,,1696.629,15.04,82.997,0,,0,0,,3.197,SC
112295,12/31/2023,FCCO,,,1827.688,,,,11.843,,1696.629,15.04,82.997,,,0,,,3.197,SC
112542,12/31/2023,HBIA,,,4341.667,3.027,59.482,72.654,38.176,,3826.528,48.474,199.525,0,,0,-1.873,,10.298,IA
112542,12/31/2023,HBIA,,,4341.667,,,,38.176,,3826.528,48.474,199.525,,,0,,,10.298,IA
112572,12/31/2023,FMAO,,,3283.229,10.929,144.941,60.155,22.787,,2966.686,28.354,155.848,0,,0,2.228,,5.567,OH
112572,12/31/2023,FMAO,,,3283.229,,,,22.787,,2966.686,28.354,155.848,,,0,,,5.567,OH
112617,12/31/2023,HPQFF,2.226,,9.06,0.008,1.273,0,-16.487,5.394,7.226,-16.016,0,0.028,0,0,,0.028,0.028,QC
112721,12/31/2023,RBCAA,,,6594.891,6.896,316.567,114.909,90.374,,5682.135,113.213,425.792,0,,0,,,22.839,KY
112721,12/31/2023,RBCAA,,,6594.891,,,,90.374,,5682.135,113.213,425.792,,,0,,,22.839,KY
112759,12/31/2023,LEU,685.4,,796.2,1.6,201.4,207.3,84.4,471.1,763.9,84.5,320.2,0,1.6,0,-1.6,-1.5,0.1,MD
112820,4/30/2023,TCYSF,76.792,,126.916,0.85,37.07,83.447,2.089,52.85,56.478,3.713,152.424,0,,1.255,,0.36,1.624,QC
112875,10/31/2023,DHY,,,,,,,,,,,,,,,,,,NY
112876,12/31/2023,EPD,12248,,70982,3266,320,40945,5532,13131,42174,5701,49715,0,32,611,12,12,44,TX
112968,12/31/2023,MTEX,27.664,,41.206,0.748,8.669,29.09,-2.239,25.78,30.722,-1.13,131.955,-1.76,0.988,0,0.121,0.121,1.109,TX
113090,3/31/2023,ARAO,0.051,,0.116,0,0.051,0.093,-1.024,6.501,6.537,-1.024,0.121,0,0,0,0,0,0,AZ
113339,12/31/2023,UWHR,,,1072.591,1.797,63.434,14.503,8.031,,1023.15,10.764,55.187,0,,0,-0.794,,2.168,NC
113339,12/31/2023,UWHR,,,1072.591,,,,8.031,,1023.15,10.764,55.187,,,0,,,2.168,NC
113421,12/31/2023,GNLAF,,,440.083,0.663,39.097,156.781,14.512,,198.942,18.225,204.855,,,0,,0.43,4.162,AB
113490,12/31/2023,CCI,1032,,38527,1424,276,1980,1502,2585,32146,1528,6981,0,18,26,8,8,26,TX
113490,12/31/2023,CCI,1032,2476,38527,,,,1502,2585,32146,1528,7011,,18,26,,8,26,TX
113978,12/31/2023,FNCB,,,1880.986,0.245,107.868,36.007,12.983,,1746.387,15.74,88.669,0,,0,-0.129,,2.757,PA
113978,12/31/2023,FNCB,,,1880.986,,,,12.983,,1746.387,15.74,88.669,,,0,,,2.757,PA
114057,12/31/2023,IRNS,,,3.441,0,0,0,-0.507,,3.265,-0.507,0,0,0,0,0,0,0,CA
114200,12/31/2023,PRYNF,0.03,,0.03,0,0.028,0,-0.079,0.349,0.349,-0.079,0,0,0,0,0,0,0,BC
114203,9/30/2023,CETX,29.293,,48.454,2.761,6.364,33.684,-6.358,27.344,40.11,-6.001,59.369,0.294,0.394,0,0,0,0.394,NY
114209,12/31/2023,FLXT,0.051,,5.224,0,0,0.034,-0.785,4.765,4.969,-0.785,0.106,0,0,0,0,0,0,UT
114211,12/31/2023,ZPTAF,63.413,,1480.763,181.572,0,277.934,15.751,122.052,636.786,20.621,560.734,0,0,0,4.87,4.87,4.87,AB
114415,12/31/2023,RIBT,4.814,,9.322,0.689,1.139,22.021,-8.551,8.96,12.322,-8.539,22.649,0,,0,0,,0.012,TX
114524,12/31/2023,EBAY,11016,,21620,456,9015,2378,2775,4520,15224,3707,10112,,677,2408,255,255,932,CA
114628,12/31/2023,GS,,,1641594,2316,498555,47140,8516,,1524326,10739,108418,,3583,,-1360,-1360,2223,NY
114628,12/31/2023,GS,,,1641594,,,,8516,,1524326,10739,108418,,3583,0,,-1360,2223,NY
114745,12/31/2023,IFRTF,0.098,,0.098,0,0.017,0,0.193,0.693,0.746,0.193,0,0,0,0,0,0,0,AB
114789,12/31/2023,POM4,398,,5966,562,16,1176,177,497,3873,212,1688,26,31,903,4,4,35,DE
114881,12/31/2023,KDOZF,7.833,,11.807,0.009,1.469,8.393,-2.012,4.613,4.613,-2.038,13.327,0,-0.026,0,0,0,-0.026,BC
114927,12/31/2023,SCMWY,4415.428,,29392.644,2698.185,232.766,3236.16,2031.952,5160.042,15590.571,2464.232,13148.903,,,1066.448,38.003,38.003,432.28,
115044,12/31/2023,AQN,1066.345,,18373.961,1026.171,56.142,1642.93,28.674,1685.18,11431.19,-119.605,2803.029,1.096,,578.902,-76.56,-76.56,-86.3,ON
115313,12/31/2023,TGLO,0.009,,0.009,0,0.009,0,-0.192,1.288,1.288,-0.192,0,0,0,0,0,0,0,TX
115411,12/31/2023,QSEP,0.082,,0.084,0,0.07,0,-1.224,5.328,5.328,-1.224,0,0,0,0,0,0,0,TX
115516,12/31/2023,FNFI,,,156.897,0.041,14.935,3.519,0.808,,143.236,1.002,10.315,0,,0,0.005,,0.194,OH
115516,12/31/2023,FNFI,,,156.897,,,,0.808,,143.236,1.002,10.315,,,0,,,0.194,OH
115556,12/31/2023,CHWWQ,,,2214.799,0.493,100.629,202.756,-29.705,,2027.811,-37.077,316.372,,,23.273,-8.833,-8.833,-4.277,ON
115557,6/30/2023,EVF,,,,,,,,,,,,,,,,,,MA
115567,12/31/2023,NST1,1510.295,,16271.513,1376.135,6.74,2420.312,544.528,1818.756,10078.015,697.524,3515.539,,58.5,1849.613,96.224,94.496,152.996,MA
115687,12/31/2023,OGE1,741.2,,12642.6,1178.2,0.2,1516.1,426.4,684.6,7667.9,495.2,2674.3,9.4,52.6,1340.8,15.4,16.2,68.8,OK
115757,4/30/2023,SWBI,291.92,,541.294,89.565,53.556,298.577,36.876,87.213,156.671,48.226,479.242,,18.214,0,-6.864,-6.864,11.35,MA
115813,9/30/2023,IEI.,3.155,,264.035,5.078,0.424,6.594,6.813,55.508,152.107,8.568,19.737,-0.446,,16.721,1.311,1.311,1.755,AB
115831,12/31/2023,NTIP,45.673,,52.277,0,45.467,0.874,-1.457,0.823,1.585,-1.845,2.601,-0.115,0.011,0.762,-0.399,-0.399,-0.388,CT
115876,12/31/2023,PB,,,38547.877,34.153,458.413,506.65,419.316,,31468.547,534.46,1597.808,0,,0,7.321,,115.144,TX
115876,12/31/2023,PB,,,38547.877,,,,419.316,,31468.547,534.46,1597.808,,,0,,,115.144,TX
115960,12/31/2023,VABK,,,1646.017,1.171,28.39,21.755,19.263,,1492.977,23.273,78.979,0,,0,-0.473,,4.01,VA
115960,12/31/2023,VABK,,,1646.017,,,,19.263,,1492.977,23.273,78.979,,,0,,,4.01,VA
116025,12/31/2023,BTTCD,0.163,,0.163,0,0.152,0,-0.812,0.035,0.035,-0.812,0,0,0,0,0,0,0,CA
116029,12/31/2023,PAA,4913,,27355,559,450,45946,1230,5003,13623,1623,48712,0,145,535,-24,-24,121,TX
116166,6/30/2023,TRAK,27.275,,50.583,0.134,23.991,3.531,5.59,4.232,4.701,5.912,19.099,,,0,0,,0.322,UT
116209,12/31/2023,USIO,97.241,,106.935,0.835,7.156,63.992,-0.475,89.228,91.866,-0.183,82.591,,0.292,0,0,0,0.292,TX
116304,12/31/2023,AEE1,1142,,20606,1934,5,2439,548,1747,13643,540,3859,-17,-36,2096,28,28,-8,MO
116504,12/31/2023,SNBR,206.128,,950.88,57.056,2.539,724.909,-15.287,936.071,1392.808,-19.753,1887.482,,8.58,0,-12.295,-13.046,-4.466,MN
116595,4/30/2023,EMP1.,2924.3,,15242.7,571.9,221.3,22685.4,616.9,3852,10970.8,886.6,30478.1,,,153.7,27.6,27.6,228,NS
116675,12/31/2023,OBT,,,2485.468,3.536,147.383,37.247,29.478,,2320.092,37.149,131.189,0,,0,0.103,,7.671,NY
116675,12/31/2023,OBT,,,2485.468,,,,29.478,,2320.092,37.149,131.189,,,0,,,7.671,NY
116900,9/30/2023,XLB,,,,,,,,,,,,,,,,,,MA
116903,12/31/2023,ALRTF,0.155,,0.155,0,0.059,0.022,-7.475,32.071,32.071,-7.475,0.026,0,0,0,0,0,0,
116943,12/31/2023,VMII,0.031,,0.031,0,0.024,0.017,-1.075,16.307,16.307,-1.075,0.044,0,0,0,0,0,0,BC
117002,12/31/2023,HCIL,3.961,,50.216,40.596,0.896,2.606,-0.379,1.055,9.728,-0.445,2.676,0,0,0,-0.066,-0.066,-0.066,
117018,12/31/2023,CFBK,,,2058.615,0.661,261.695,62.956,16.937,,1903.241,20.985,112.31,,,0,0.456,,4.048,OH
117018,12/31/2023,CFBK,,,2058.615,,,,16.937,,1903.241,20.985,112.31,,,0,,,4.048,OH
117026,6/30/2023,GCBC,,,2698.283,1.537,201.021,22.336,30.785,,2515,35.827,96.771,-1.121,,0,-0.149,,5.042,NY
117026,6/30/2023,GCBC,,,2698.283,,,,30.785,,2515,35.827,96.771,,,0,,,5.042,NY
117027,12/31/2023,IVFZF,0.051,,0.051,0,0.05,0,-0.092,0.405,0.463,-0.092,0,0,0,0,0,0,0,BC
117034,12/31/2023,FCAP,,,1157.88,0.627,42.59,10.158,12.79,,1052.535,15.051,51.237,0,,0,-0.698,,2.248,IN
117034,12/31/2023,FCAP,,,1157.88,,,,12.79,,1052.535,15.051,51.237,,,0,,,2.248,IN
117036,12/31/2023,GDEN,409.442,,1452.283,85.877,157.55,600.014,255.756,174.376,914.55,331.963,1053.149,,93.946,0,-17.739,-17.739,76.207,NV
117114,12/31/2023,SKVI,0.035,,0.163,0,0.001,0,-2.382,3.512,9.186,-2.382,0.02,0,0,0,0,0,0,NV
117116,6/30/2023,KZIA,7.17,,18.692,0,3.488,0,-13.62,5.035,10.671,-13.801,0,0,,1.523,-0.18,,-0.181,
117141,12/31/2023,EFSC,,,14518.59,6.556,436.885,238.932,194.059,,12802.522,246.526,833.644,0,,0,2.38,,52.467,MO
117141,12/31/2023,EFSC,,,14518.59,,,,194.059,,12802.522,246.526,833.644,,,0,,,52.467,MO
117145,12/31/2023,SBSAA,80.327,,391.536,2.481,6.167,119.609,-38.482,39.701,413.887,-51.034,146.03,,2.78,43.164,-15.005,-15.332,-12.552,FL
117768,1/31/2023,NVDA,23073,,41182,1833,13296,10075,4368,6563,19081,4181,26974,,1977,247,-2164,-2164,-187,CA
117824,11/30/2023,CEV,,,,,,,,,,,,,,,,,,MA
117829,12/31/2023,AUPH,424.8,,548.062,12.582,350.489,2.501,-78.02,77.188,170.108,-77.469,175.513,,0.551,0,0,0,0.551,AB
117842,11/30/2023,EVN,,,,,,,,,,,,,,,,,,MA
117845,12/31/2023,MSBC,,,1651.969,1.002,150.272,16.628,30.469,,1495.255,41.958,90.213,0,,0,-0.85,,11.489,CA
117845,12/31/2023,MSBC,,,1651.969,,,,30.469,,1495.255,41.958,90.213,,,0,,,11.489,CA
117861,12/31/2023,AXL,2006.6,,5356.3,196.7,519.9,5109.2,-33.6,1201.6,4751.4,-24.5,6079.5,,47.4,16.5,-45.7,-38.3,9.1,MI
117902,12/31/2023,AUDAQ,401.619,,1900.44,48.228,72.994,1014.078,-1136.871,2187.946,2515.193,-1486.328,1168.939,0,0.914,101.937,-349.457,-350.371,-349.457,PA
118042,12/31/2023,EWBC,,,69612.884,,5410.482,1506.551,1161.161,,62662.05,1459.77,3989.069,0,,0,-49.139,,298.609,CA
118042,12/31/2023,EWBC,,,69612.884,,,,1161.161,,62662.05,1459.77,3936.588,,,0,,,298.609,CA
118122,12/31/2023,APTV,8247,,24427,906,1640,15922,2938,4808,12583,1038,20051,,,394,-2164,-2164,-1928,
118181,6/30/2023,SRAFF,0.742,,22.603,1.134,0.119,0,-13.959,27.935,30.739,-13.959,0,0,0,0,0,0,0,BC
118183,3/31/2023,BRCNF,1.865,,9.899,0.36,1.457,7.65,-25.364,0.625,5.762,-25.364,0.364,0,0,0,0,0,0,BC
118264,12/31/2023,GAMI,,,249.431,0,160.826,168.299,60.207,,68.452,77.914,235.865,0.014,11.69,,6.017,6.017,17.707,NY
118264,12/31/2023,GAMI,,,249.431,,,,60.207,,68.452,77.914,248.731,,11.69,,,6.017,17.707,NY
118267,4/30/2023,KFY,1638.669,,3574.444,70.382,888.861,2168.13,209.529,976.26,1921.439,295.737,2863.836,-15.304,97.086,5.352,-14.403,-14.403,82.683,CA
118441,12/31/2023,ARREF,36.175,,199.559,16.888,19.03,117.555,3.382,48.48,94.706,6.736,157.46,,,29.078,-4.884,-4.884,3.354,BC
118521,12/31/2023,EEMMF,36.01,,61.987,13.114,30.018,0,-9.044,3.964,4.835,-9.044,0,0,0,0,0,0,0,AB
118525,12/31/2023,EBTC,,,4466.034,6.019,56.592,57.218,38.058,,4136.917,51.245,218.662,,,0,,,13.187,MA
118525,12/31/2023,EBTC,,,4466.034,,,,38.058,,4136.917,51.245,218.662,,,0,,,13.187,MA
118936,12/31/2023,QQQ,,,,,,,,,,,,,,,,,,IL
118941,12/31/2023,NXPL,43.638,,64.469,0.647,26.307,26.445,-3.778,14.237,16.382,-12.379,37.756,0.045,0.028,0,0,0,0.028,FL
119013,12/31/2023,CGXEF,8.63,,84.881,1.974,6.415,0,-3.194,21.178,21.454,-3.194,0,0,0,0,0,0,0,ON
119014,12/31/2023,ALBY,,,249.97,0.139,54.63,3.624,4.066,,225.17,5.344,15.033,0.118,,0,0.55,,1.278,GA
119014,12/31/2023,ALBY,,,249.97,,,,4.066,,225.17,5.344,15.033,,,0,,,1.278,GA
119082,9/30/2023,MUE,,,,,,,,,,,,,,,,,,NY
119154,9/30/2023,GOVB,,,205.885,0.16,10.891,0.692,0.317,,180.777,0.233,8.233,,,0,-0.116,,-0.084,NY
119154,9/30/2023,GOVB,,,205.885,,,,0.317,,180.777,0.233,8.233,,,0,,,-0.084,NY
119275,12/31/2023,MKSI,2696,,9118,87,875,1878,-1841,848,6646,-1928,3622,-64,147,640,-234,-234,-87,MA
119297,12/31/2023,MCUJF,15.206,,28.059,0,6.369,7.094,-0.922,7.934,8.163,-0.897,21.694,,,0,0,0,0.025,MB
119314,12/31/2023,BKNG,17034,,24342,345,12711,0,4289,13330,27086,5481,21365,0,1670,258,-478,-478,1192,CT
119316,12/31/2023,TREX,172.254,,932.885,166.089,1.959,592.241,205.384,91.062,216.214,276.199,1094.837,,66.63,72.439,4.215,4.215,70.815,VA
119414,9/30/2023,CFFN,,,10177.461,6.281,245.605,213.355,-101.659,,9133.407,-138.955,188.334,,,0,-45.52,,-37.296,KS
119414,9/30/2023,CFFN,,,10177.461,,,,-101.659,,9133.407,-138.955,188.334,,,0,,,-37.296,KS
119436,6/30/2023,FBPI,,,631.341,1.591,19.747,7.915,2.851,,599.329,2.913,27.453,0,,0,0.049,,0.062,IN
119436,6/30/2023,FBPI,,,631.341,,,,2.851,,599.329,2.913,27.453,,,0,,,0.062,IN
119574,6/30/2023,EXTR,576.158,,1141.707,13.8,234.826,525.293,78.074,575.501,1024.955,94.106,1312.454,0,15.947,7.747,0.407,0.085,16.032,NC
119594,12/31/2023,HGTXU,0.344,,0.344,,0.344,0,11.097,,0.344,11.097,11.468,,0,0,,0,0,TX
119615,10/31/2023,SEOVF,21.024,,22.107,0.099,19.806,0,-38.998,9.592,9.592,-38.998,0,0,0,0,0,0,0,ON
119714,12/31/2023,ATLC,,,2706.445,3.992,383.653,225.839,102.845,,2173.778,128.558,466.299,-12.688,-11.221,,37.825,37.825,26.604,GA
119714,12/31/2023,ATLC,,,2706.445,,,,102.845,,2173.778,128.558,466.299,,-11.221,,,37.825,26.604,GA
120038,12/31/2023,CZBS,,,745.638,0.365,142.959,5.652,12.295,,568.711,15.969,41.698,0,,0,-1.451,,3.674,GA
120038,12/31/2023,CZBS,,,745.638,,,,12.295,,568.711,15.969,41.698,,,0,,,3.674,GA
120048,12/31/2023,HSII,693.214,,1141.591,13.433,478.156,762.567,54.41,438.691,679.313,88.671,1041.182,,29.374,6.402,11.9,4.887,34.261,IL
120093,12/31/2023,CNX,421.788,,8626.657,679.404,0.443,756.523,1720.716,822.998,4265.64,2222.925,3432.006,0,4.777,729.454,497.432,497.432,502.209,PA
120301,12/31/2023,UONEK,421.966,,1211.173,35.176,233.57,137.023,2.05,132.63,920.588,12.509,477.69,,2.796,20.938,5.148,5.148,7.944,MD
120318,12/31/2023,TOWN,,,16835.039,44.135,1128.357,266.141,153.715,,14779.161,186.221,932.207,0,,0,-3.319,,31.085,VA
120318,12/31/2023,TOWN,,,16835.039,,,,153.715,,14779.161,186.221,932.207,,,0,,,31.085,VA
120444,12/31/2023,WCC,8391.6,,15060.9,92.3,524.1,17541.5,765.5,3388.4,10029,992,22385.2,0,233.8,451.9,-7.9,-7.9,225.9,PA
120456,12/31/2023,LOAN,,,76.435,0.005,1.692,1.823,5.476,,33.502,5.477,9.83,0,,0,0,,0.001,NY
120819,10/31/2023,NAD,,,,,,,,,,,,,,,,,,IL
120820,8/31/2023,NAC,,,,,,,,,,,,,,,,,,IL
120821,9/30/2023,NAN,,,,,,,,,,,,,,,,,,IL
120860,12/31/2023,AUDC,142.661,,337.517,5.965,38.196,83.482,8.78,84.197,149.405,14.372,244.383,0,,0.232,1.437,1.549,5.592,
121073,12/31/2023,AMBZ,,,3902.724,0.545,43.158,40.612,43.966,,3588.671,60.714,167.976,,,0,-1.017,,16.748,CA
121073,12/31/2023,AMBZ,,,3902.724,,,,43.966,,3588.671,60.714,167.976,,,0,,,16.748,CA
121077,9/30/2023,FFIV,1848.773,,5248.333,54.184,803.323,521.309,394.948,1472.781,2448.101,485.988,2813.169,,199.582,4.637,-108.521,-108.542,91.04,WA
121142,12/31/2023,SKX,3952.604,,7547.351,323.722,1262.505,3680.038,545.799,1660.867,3147.309,800.872,8000.342,0,155.48,12.594,-2.37,-4.531,150.949,CA
121154,12/31/2023,PNPFF,,,45.749,0,44.616,0.852,5.753,,0.377,5.768,6.649,0,,0,0,,0.015,ON
121154,12/31/2023,PNPFF,,,45.749,,,,5.753,,0.377,5.768,6.649,,,0,,,0.015,ON
121196,12/31/2023,BSHI,41.825,,52.898,0.186,20.771,43.478,-1.483,4.484,6.019,-2.061,57.231,,-0.022,0,-0.556,-0.556,-0.578,IL
121257,6/30/2023,GEG,123.138,,135.893,0.053,117.371,16.834,16.033,7.377,72.051,14.679,14.872,,0.2,0,0,0,0.2,FL
121316,12/31/2023,GNOLF,0.095,,0.241,0,0.01,0,-4.326,0.168,0.376,-4.326,0,0,0,0,0,0,0,NY
121376,12/31/2023,CTMCF,1.901,,17.863,0.009,1.821,0,-1.013,0.279,0.279,-1.013,0,0,0,0,0,0,0,BC
121382,12/31/2023,SBAC,484.267,,10178.441,236.698,247.722,612.622,501.812,1363.259,15314.276,548.503,2711.584,,46.459,119.209,4.629,4.629,51.088,FL
121440,12/31/2023,UTHR,3551,,7167,230.4,2994.1,204.3,984.8,804.4,1182.2,1274.3,2327.5,0,353.9,0,,-64.4,289.5,MD
121713,12/31/2023,FISI,,,6160.881,2.992,124.442,134.099,50.264,,5706.085,63.053,334.377,0,,0,-1.348,,12.789,NY
121713,12/31/2023,FISI,,,6160.881,,,,50.264,,5706.085,63.053,334.377,,,0,,,12.789,NY
121718,12/31/2023,JNPR,3795.5,,9518.5,159.4,1226.4,2170.4,310.2,2104,5025.8,339.4,5564.5,-99.6,291.4,,-262.1,-262.2,29.2,CA
121758,12/31/2023,GUT,,,,,,,,,,,,,,,,,,NY
121759,12/31/2023,AIOT,82.025,,217.746,3.464,19.332,57.215,-5.675,58.556,79.825,-5.051,133.736,0,0.587,4.45,-0.006,0.002,0.589,NJ
121815,12/31/2023,ECPG,,,4630.486,24.807,158.364,502.711,-206.492,,3693.948,-180.264,1222.68,,82.144,42.14,-55.916,-55.916,26.228,CA
121815,12/31/2023,ECPG,,,4630.486,,,,-206.492,,3693.948,-180.264,1227.758,,82.144,42.14,,-55.916,26.228,CA
121817,12/31/2023,SALM,46.806,,455.541,9.094,0.284,228.751,-43.312,71.773,323.033,-60.696,258.653,0,0,49.348,-17.384,-17.384,-17.384,CA
122154,1/31/2023,ADFJF,154.38,,271.617,11.463,7.193,211.73,14.935,88.781,146.632,16.854,250.89,,,9.24,1.669,1.669,1.919,QC
122172,12/31/2023,ZD,1190.994,,3471.022,108.729,764.721,916.601,41.503,431.833,1578.024,65.645,1364.028,,54.159,45.503,-30.017,-30.017,24.142,NY
122175,12/31/2023,VHC,53.831,,60.412,0.065,53.547,0,-27.871,1.254,4.399,-27.95,0.007,0,0.002,0,0,-0.081,-0.079,NV
122194,12/31/2023,ATGFF,3045,,23471,934,98,10112,673,3413,15608,912,12997,0,,1536,180,180,223,AB
122197,2/28/2023,DBRM,1.154,,7.715,0.417,0.574,1.816,-2.429,3.254,4.505,-2.429,1.613,0,0,0,0,0,0,TX
122202,8/31/2023,DSNY,2.598,,3.886,0.585,2.003,0.515,0.335,0.412,0.412,0.338,4.035,0,,0,0,0,0.003,BC
122211,1/31/2023,HOFT,187.303,,381.716,4.199,19.002,484.491,-4.312,50.038,145.695,-6.149,583.102,0,1.322,0,-3.16,-3.159,-1.837,VA
122229,8/31/2023,WNDW,6.304,,7.62,0,5.991,0,-2.065,0.287,0.287,-2.065,0,0,0,0,0,0,0,AZ
122257,12/31/2023,BMRN,2956.088,,6841.603,96.691,1073.81,514.854,167.645,1177.024,1890.054,188.563,2419.226,,65.899,0,-44.981,-44.981,20.918,CA
122273,9/30/2023,TLRS,0.106,,14.796,0.161,0.098,0,-2.18,0.214,0.358,-2.18,0,0,0,0,0,0,0,ID
122380,12/31/2023,LII,1433.5,,2798.3,250.2,69.1,3348.1,590.1,1014.6,2513,737.5,4981.9,,172.9,0,-26,-25.5,147.4,TX
122394,12/31/2023,PRFT,325.953,,1064.604,4.439,129.086,574.478,98.933,78.472,533.981,136.481,906.541,0,48.548,5.9,-10.95,-11,37.548,MO
122438,12/31/2023,PAZRF,32.858,,1263.416,0,10.868,43.71,20.187,198.745,714.492,20.671,123.522,,,8.834,0.359,0.073,0.359,NB
122519,6/30/2023,FLWS,373.143,,1051.43,44.646,126.807,1260.327,-44.702,220.261,579.587,-46.762,2017.853,0,2.548,31.134,-4.608,-4.608,-2.06,NY
122537,3/31/2023,IIJIY,802.467,,1851.945,88.666,319.488,1248.143,141.706,585.719,954.516,205.427,1901.066,,,4.589,0.843,0.843,62.661,
122775,9/30/2023,NWVCF,12.076,,16.031,0.046,4.588,5.825,-1.579,3.496,4.469,-1.579,11.363,0,0,0,0,0,0,BC
122902,3/31/2023,NTCT,617.36,,2820.56,10.487,418.998,193.975,59.648,453.607,790.911,68.415,914.53,0.165,62.498,24.939,-54.032,-53.731,8.767,MA
122915,12/31/2023,ARLP,516.121,,2788.426,403.563,59.813,1542.793,630.118,227.467,929.829,644.45,2566.701,0,17.253,33.45,-8.973,-8.973,8.28,OK
123415,8/31/2023,CJREF,394.22,,2746.062,13.302,56.163,671.915,-428.724,588.297,2287.062,-523.661,1511.24,0,,293.862,-124.516,-124.517,-100.806,ON
123435,12/31/2023,LICT,55.255,,307.04,37.408,11.545,59.914,10.26,19.617,112.352,14.714,116.509,,2.749,28.898,1.705,1.705,4.454,NY
123455,12/31/2023,AGI,586,,4001.2,348.9,237.8,447.5,210,247.9,1077.7,293.7,1023.3,,,703.6,31,31,83.7,ON
123456,12/31/2023,MXGFF,92.323,,425.84,27.421,32.258,38.381,28.295,26.52,128.095,37.402,41.458,,,14.329,8.982,8.982,9.107,AB
123998,12/31/2023,SWKH,11.869,,334.254,0.496,5.236,16.58,15.887,3.944,53.939,14.613,37.76,0,0.013,0,-1.286,-1.287,-1.274,TX
124036,6/30/2023,EGAN,109.828,,130.117,0.288,73.208,26.825,2.109,63.722,68.421,3.356,98.011,0,1.797,0,-0.584,-0.55,1.247,CA
124042,12/31/2023,MFC,,,875574,0,30285,71121,5103,,826847,6452,83058,,,1697,470,470,845,ON
124042,12/31/2023,MFC,,0,875574,,,,5103,,826847,6452,99382,,375,1697,,470,845,ON
124046,12/31/2023,DHC,,,5446.136,0,246.961,1476.614,-293.572,,3109.245,-293.127,1405.383,0,0.445,0,0,0,0.445,MA
124046,12/31/2023,DHC,,22.847,5446.136,,,,-293.572,,3109.245,-293.127,1414.714,,-0.168,0,,0.613,0.445,MA
124199,6/30/2023,SLI,62.049,,173.497,53.234,59.612,0,-41.989,13.249,14.121,-41.989,0,0,0,0,0,0,0,BC
124355,9/30/2023,ATGN,4.372,,13.921,0,2.641,4.343,-3.324,2.241,2.583,-0.508,13.681,0,0.06,0,2.756,2.756,2.816,CA
124395,12/31/2023,USNU,0.527,,1.321,0,0.466,0,-0.816,0.607,0.676,-0.816,0,-0.005,0,0,0,0,0,MD
124434,12/31/2023,BLK,,,123211,344,8753,11091,5502,,81971,7155,17859,,1355,3506,124,124,1479,NY
124434,12/31/2023,BLK,,,123211,,,,5502,,81971,7155,19031,,1355,3506,,124,1479,NY
124597,12/31/2023,KTHN,,,1034.246,1.136,26.529,12.147,9.907,,946.44,12.073,51.225,0,,0,-0.118,,2.166,ME
124597,12/31/2023,KTHN,,,1034.246,,,,9.907,,946.44,12.073,51.225,,,0,,,2.166,ME
124617,12/31/2023,UGP,3843.472,,7883.598,212.928,1221.264,23819.741,502.833,2314.393,4992.1,737.556,25978.196,-5.158,,0.042,-69.12,-69.12,218.656,
124758,12/31/2023,FXBY,,,,,,,,,,,,,,,,,,NY
125074,12/31/2023,RDWR,375.928,,571.916,5.429,329.751,39.466,-21.59,155.015,248.642,-17.753,261.292,,,,-0.551,0.582,3.837,
